Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
15-09-2024,XXG,International conveyance (Solomon Islands),OTHER,,,,
15-09-2024,XXH,International conveyance (Vanuatu),OTHER,,,,
15-09-2024,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
15-09-2024,IRQ,IRAQ,EMR,,,,
15-09-2024,IRL,IRELAND,EUR,176,3,789,11
15-09-2024,IMN,ISLE OF MAN,EUR,,,,
15-09-2024,ISR,ISRAEL,EUR,,,,
15-09-2024,ITA,ITALY,EUR,739,25,3406,97
15-09-2024,JAM,JAMAICA,AMR,,,,
15-09-2024,JPN,JAPAN,WPR,,,,
15-09-2024,JEY,JERSEY,EUR,,,,
15-09-2024,JOR,JORDAN,EMR,,,,
15-09-2024,KAZ,KAZAKHSTAN,EUR,,,,
15-09-2024,KEN,KENYA,AFR,,,,
15-09-2024,KIR,KIRIBATI,WPR,,,,
15-09-2024,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
15-09-2024,KWT,KUWAIT,EMR,,,,
15-09-2024,KGZ,KYRGYZSTAN,EUR,,,,
15-09-2024,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
15-09-2024,LVA,LATVIA,EUR,,,,
15-09-2024,LBN,LEBANON,EMR,,,,
15-09-2024,LSO,LESOTHO,AFR,,,,
15-09-2024,LBR,LIBERIA,AFR,,,,
15-09-2024,LBY,LIBYA,EMR,,,,
15-09-2024,LIE,LIECHTENSTEIN,EUR,,,,
15-09-2024,LTU,LITHUANIA,EUR,,,,
15-09-2024,LUX,LUXEMBOURG,EUR,,,,
15-09-2024,MDG,MADAGASCAR,AFR,,,,
15-09-2024,MWI,MALAWI,AFR,,,,
15-09-2024,MYS,MALAYSIA,WPR,66,1,281,3
15-09-2024,MDV,MALDIVES,SEAR,,,,
15-09-2024,MLI,MALI,AFR,,,,
15-09-2024,MLT,MALTA,EUR,10,,80,8
15-09-2024,MHL,MARSHALL ISLANDS,WPR,,,,
15-09-2024,MTQ,MARTINIQUE,AMR,,,,
15-09-2024,MRT,MAURITANIA,AFR,,,,
15-09-2024,MUS,MAURITIUS,AFR,5,0,13,0
15-09-2024,MYT,MAYOTTE,AFR,,,,
15-09-2024,MEX,MEXICO,AMR,68,2,472,14
15-09-2024,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
15-09-2024,MCO,MONACO,EUR,,,,
15-09-2024,MNG,MONGOLIA,WPR,,,,
15-09-2024,MNE,MONTENEGRO,EUR,,,,
15-09-2024,MSR,MONTSERRAT,AMR,,,,
15-09-2024,MAR,MOROCCO,EMR,,,,
15-09-2024,MOZ,MOZAMBIQUE,AFR,,,,
15-09-2024,MMR,MYANMAR,SEAR,,,,
15-09-2024,NAM,NAMIBIA,AFR,,,,
15-09-2024,NRU,NAURU,WPR,,,,
15-09-2024,NPL,NEPAL,SEAR,,,,
15-09-2024,NLD,NETHERLANDS,EUR,,,,
15-09-2024,NCL,NEW CALEDONIA,WPR,,,,
15-09-2024,NZL,NEW ZEALAND,WPR,76,7,407,16
15-09-2024,NIC,NICARAGUA,AMR,,,,
15-09-2024,NER,NIGER,AFR,,,,
15-09-2024,NGA,NIGERIA,AFR,,,,
15-09-2024,NIU,NIUE,WPR,,,,
15-09-2024,MKD,NORTH MACEDONIA,EUR,5,,38,
15-09-2024,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
15-09-2024,NOR,NORWAY,EUR,,,,
15-09-2024,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
15-09-2024,OMN,OMAN,EMR,,,,
15-09-2024,PAK,PAKISTAN,EMR,,,,
15-09-2024,PLW,PALAU,WPR,,,,
15-09-2024,PAN,PANAMA,AMR,6,0,17,1
15-09-2024,PNG,PAPUA NEW GUINEA,WPR,,,,
15-09-2024,PRY,PARAGUAY,AMR,,,,
15-09-2024,PER,PERU,AMR,10,0,51,6
15-09-2024,PHL,PHILIPPINES,WPR,,,,
15-09-2024,PCN,PITCAIRN ISLANDS,WPR,,,,
15-09-2024,POL,POLAND,EUR,15,,58,
15-09-2024,PRT,PORTUGAL,EUR,116,3,613,32
15-09-2024,PRI,PUERTO RICO,AMR,,,,
15-09-2024,QAT,QATAR,EMR,,,,
15-09-2024,KOR,REPUBLIC OF KOREA,WPR,,,,
15-09-2024,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
15-09-2024,REU,RÉUNION,AFR,,,,
15-09-2024,ROU,ROMANIA,EUR,,,,
15-09-2024,RUS,RUSSIAN FEDERATION,EUR,3166,,9477,
15-09-2024,RWA,RWANDA,AFR,,,,
15-09-2024,BLM,SAINT BARTHÉLEMY,AMR,,,,
15-09-2024,SHN,SAINT HELENA,AFR,,,,
15-09-2024,KNA,SAINT KITTS AND NEVIS,AMR,,,,
15-09-2024,LCA,SAINT LUCIA,AMR,0,,0,
15-09-2024,MAF,SAINT MARTIN,AMR,,,,
15-09-2024,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
15-09-2024,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
15-09-2024,WSM,SAMOA,WPR,,,,
15-09-2024,SMR,SAN MARINO,EUR,,,,
15-09-2024,STP,SAO TOME AND PRINCIPE,AFR,,,,
15-09-2024,SAU,SAUDI ARABIA,EMR,,,,
15-09-2024,SEN,SENEGAL,AFR,,,,
15-09-2024,SRB,SERBIA,EUR,,,,
15-09-2024,SYC,SEYCHELLES,AFR,,,,
15-09-2024,SLE,SIERRA LEONE,AFR,,,,
15-09-2024,SGP,SINGAPORE,WPR,47,0,213,4
15-09-2024,SXM,SINT MAARTEN,AMR,,,,
15-09-2024,SVK,SLOVAKIA,EUR,72,1,236,5
15-09-2024,SVN,SLOVENIA,EUR,,,,
15-09-2024,SLB,SOLOMON ISLANDS,WPR,,,,
15-09-2024,SOM,SOMALIA,EMR,,,,
15-09-2024,ZAF,SOUTH AFRICA,AFR,,,,
15-09-2024,SSD,SOUTH SUDAN,AFR,,,,
15-09-2024,ESP,SPAIN,EUR,,,,
15-09-2024,LKA,SRI LANKA,SEAR,,,,
15-09-2024,SDN,SUDAN,EMR,,,,
15-09-2024,SUR,SURINAME,AMR,0,,0,
15-09-2024,SWE,SWEDEN,EUR,,10,,45
15-09-2024,CHE,SWITZERLAND,EUR,,,,
15-09-2024,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
15-09-2024,TJK,TAJIKISTAN,EUR,,,,
15-09-2024,THA,THAILAND,SEAR,,,,
15-09-2024,GBR,THE UNITED KINGDOM,EUR,,,,
15-09-2024,TLS,TIMOR-LESTE,SEAR,,,,
15-09-2024,TGO,TOGO,AFR,,,,
15-09-2024,TKL,TOKELAU,WPR,,,,
15-09-2024,TON,TONGA,WPR,,,,
15-09-2024,TTO,TRINIDAD AND TOBAGO,AMR,,,,
15-09-2024,TUN,TUNISIA,EMR,,,,
15-09-2024,TUR,TURKEY,EUR,,,,
15-09-2024,TKM,TURKMENISTAN,EUR,,,,
15-09-2024,TCA,TURKS AND CAICOS ISLANDS,AMR,0,,0,
15-09-2024,TUV,TUVALU,WPR,,,,
15-09-2024,UGA,UGANDA,AFR,,,,
15-09-2024,UKR,UKRAINE,EUR,8,0,8,0
15-09-2024,ARE,UNITED ARAB EMIRATES,EMR,,,,
15-09-2024,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
15-09-2024,USA,UNITED STATES OF AMERICA,AMR,1461,,5705,
15-09-2024,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
15-09-2024,URY,URUGUAY,AMR,9,2,40,4
15-09-2024,UZB,UZBEKISTAN,EUR,,,,
15-09-2024,VUT,VANUATU,WPR,,,,
15-09-2024,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
15-09-2024,VNM,VIET NAM,WPR,,,,
15-09-2024,WLF,WALLIS AND FUTUNA,WPR,,,,
15-09-2024,YEM,YEMEN,EMR,,,,
15-09-2024,ZMB,ZAMBIA,AFR,,,,
15-09-2024,ZWE,ZIMBABWE,AFR,,,,
08-09-2024,AFG,AFGHANISTAN,EMR,,,,
08-09-2024,ALB,ALBANIA,EUR,17,,98,
08-09-2024,DZA,ALGERIA,AFR,,,,
08-09-2024,ASM,AMERICAN SAMOA,WPR,,,,
08-09-2024,AND,ANDORRA,EUR,,,,
08-09-2024,AGO,ANGOLA,AFR,0,0,0,0
08-09-2024,AIA,ANGUILLA,AMR,,,,
08-09-2024,ATG,ANTIGUA AND BARBUDA,AMR,,,,
08-09-2024,ARG,ARGENTINA,AMR,135,,344,
08-09-2024,ARM,ARMENIA,EUR,,,,
08-09-2024,ABW,ARUBA,AMR,,,,
08-09-2024,AUS,AUSTRALIA,WPR,,,,
08-09-2024,AUT,AUSTRIA,EUR,,,,
08-09-2024,AZE,AZERBAIJAN,EUR,,,,
08-09-2024,BHS,BAHAMAS,AMR,,,,
08-09-2024,BHR,BAHRAIN,EMR,,,,
08-09-2024,BGD,BANGLADESH,SEAR,0,,1,
08-09-2024,BRB,BARBADOS,AMR,,,,
08-09-2024,BLR,BELARUS,EUR,,,,
08-09-2024,BEL,BELGIUM,EUR,,,,
08-09-2024,BLZ,BELIZE,AMR,,,,
08-09-2024,BEN,BENIN,AFR,,,,
08-09-2024,BMU,BERMUDA,AMR,,,,
08-09-2024,BTN,BHUTAN,SEAR,,,,
08-09-2024,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,1,0,4,0
08-09-2024,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
08-09-2024,BIH,BOSNIA AND HERZEGOVINA,EUR,2,0,10,1
08-09-2024,BWA,BOTSWANA,AFR,,,,
08-09-2024,BRA,BRAZIL,AMR,920,286,3010,960
08-09-2024,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
08-09-2024,BRN,BRUNEI DARUSSALAM,WPR,8,0,23,0
08-09-2024,BGR,BULGARIA,EUR,,,,
08-09-2024,BFA,BURKINA FASO,AFR,,,,
08-09-2024,BDI,BURUNDI,AFR,,,,
08-09-2024,CPV,CABO VERDE,AFR,,,,
08-09-2024,KHM,CAMBODIA,WPR,,,,
08-09-2024,CMR,CAMEROON,AFR,,,,
08-09-2024,CAN,CANADA,AMR,,,,
08-09-2024,CYM,CAYMAN ISLANDS,AMR,,,,
08-09-2024,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
08-09-2024,TCD,CHAD,AFR,,,,
08-09-2024,CHL,CHILE,AMR,18,3,57,7
08-09-2024,CHN,CHINA,WPR,,,,
08-09-2024,COL,COLOMBIA,AMR,83,,493,
08-09-2024,COM,COMOROS,AFR,,,,
08-09-2024,COG,CONGO,AFR,,,,
08-09-2024,COK,COOK ISLANDS,WPR,,,,
08-09-2024,CRI,COSTA RICA,AMR,11,2,78,6
08-09-2024,CIV,CÔTE D’IVOIRE,AFR,,,,
08-09-2024,HRV,CROATIA,EUR,,,,
08-09-2024,CUB,CUBA,AMR,,,,
08-09-2024,CUW,CURAÇAO,AMR,,,,
08-09-2024,CYP,CYPRUS,EUR,29,3,155,9
08-09-2024,CZE,CZECHIA,EUR,63,10,197,22
08-09-2024,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
08-09-2024,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
08-09-2024,DNK,DENMARK,EUR,224,,735,
08-09-2024,DJI,DJIBOUTI,EMR,,,,
08-09-2024,DMA,DOMINICA,AMR,0,,0,
08-09-2024,DOM,DOMINICAN REPUBLIC,AMR,,,,
08-09-2024,ECU,ECUADOR,AMR,26,12,178,76
08-09-2024,EGY,EGYPT,EMR,,,,
08-09-2024,SLV,EL SALVADOR,AMR,,,,
08-09-2024,GNQ,EQUATORIAL GUINEA,AFR,,,,
08-09-2024,ERI,ERITREA,AFR,,,,
08-09-2024,EST,ESTONIA,EUR,50,7,157,23
08-09-2024,SWZ,ESWATINI,AFR,,,,
08-09-2024,ETH,ETHIOPIA,AFR,,,,
08-09-2024,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
08-09-2024,FRO,FAROE ISLANDS,EUR,,,,
08-09-2024,FJI,FIJI,WPR,,,,
08-09-2024,FIN,FINLAND,EUR,,,,
08-09-2024,FRA,FRANCE,EUR,,,,
08-09-2024,GUF,FRENCH GUIANA,AMR,,,,
08-09-2024,PYF,FRENCH POLYNESIA,WPR,,,,
08-09-2024,GAB,GABON,AFR,,,,
08-09-2024,GMB,GAMBIA,AFR,,,,
08-09-2024,GEO,GEORGIA,EUR,5,,13,
08-09-2024,DEU,GERMANY,EUR,,,,
08-09-2024,GHA,GHANA,AFR,,,,
08-09-2024,GIB,GIBRALTAR,EUR,,,,
08-09-2024,GRC,GREECE,EUR,594,9,2853,47
08-09-2024,GRL,GREENLAND,EUR,,,,
08-09-2024,GRD,GRENADA,AMR,,,,
08-09-2024,GLP,GUADELOUPE,AMR,,,,
08-09-2024,GUM,GUAM,WPR,,,,
08-09-2024,GTM,GUATEMALA,AMR,2,1,4,2
08-09-2024,GGY,GUERNSEY,EUR,,,,
08-09-2024,GIN,GUINEA,AFR,,,,
08-09-2024,GNB,GUINEA-BISSAU,AFR,,,,
08-09-2024,GUY,GUYANA,AMR,0,0,0,0
08-09-2024,HTI,HAITI,AMR,0,0,0,0
08-09-2024,VAT,HOLY SEE,EUR,,,,
08-09-2024,HND,HONDURAS,AMR,0,0,3,1
08-09-2024,HUN,HUNGARY,EUR,49,2,111,9
08-09-2024,ISL,ICELAND,EUR,,,,
08-09-2024,IND,INDIA,SEAR,,,,
08-09-2024,IDN,INDONESIA,WPR,,,,
08-09-2024,XXL,International commercial vessel,OTHER,,,,
08-09-2024,XXF,International conveyance (American Samoa),OTHER,,,,
08-09-2024,XXJ,International conveyance (Diamond Princess),OTHER,,,,
08-09-2024,XXI,International conveyance (Kiribati),OTHER,,,,
08-09-2024,XXG,International conveyance (Solomon Islands),OTHER,,,,
08-09-2024,XXH,International conveyance (Vanuatu),OTHER,,,,
08-09-2024,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
08-09-2024,IRQ,IRAQ,EMR,,,,
08-09-2024,IRL,IRELAND,EUR,184,3,829,12
08-09-2024,IMN,ISLE OF MAN,EUR,,,,
08-09-2024,ISR,ISRAEL,EUR,,,,
08-09-2024,ITA,ITALY,EUR,760,16,3718,100
08-09-2024,JAM,JAMAICA,AMR,,,,
08-09-2024,JPN,JAPAN,WPR,,,,
08-09-2024,JEY,JERSEY,EUR,,,,
08-09-2024,JOR,JORDAN,EMR,,,,
08-09-2024,KAZ,KAZAKHSTAN,EUR,,,,
08-09-2024,KEN,KENYA,AFR,,,,
08-09-2024,KIR,KIRIBATI,WPR,,,,
08-09-2024,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
08-09-2024,KWT,KUWAIT,EMR,,,,
08-09-2024,KGZ,KYRGYZSTAN,EUR,,,,
08-09-2024,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
08-09-2024,LVA,LATVIA,EUR,,,,
08-09-2024,LBN,LEBANON,EMR,,,,
08-09-2024,LSO,LESOTHO,AFR,,,,
08-09-2024,LBR,LIBERIA,AFR,,,,
08-09-2024,LBY,LIBYA,EMR,,,,
08-09-2024,LIE,LIECHTENSTEIN,EUR,,,,
08-09-2024,LTU,LITHUANIA,EUR,,,,
08-09-2024,LUX,LUXEMBOURG,EUR,,,,
08-09-2024,MDG,MADAGASCAR,AFR,,,,
08-09-2024,MWI,MALAWI,AFR,,,,
08-09-2024,MYS,MALAYSIA,WPR,64,1,289,3
08-09-2024,MDV,MALDIVES,SEAR,,,,
08-09-2024,MLI,MALI,AFR,,,,
08-09-2024,MLT,MALTA,EUR,25,4,95,9
08-09-2024,MHL,MARSHALL ISLANDS,WPR,,,,
08-09-2024,MTQ,MARTINIQUE,AMR,,,,
08-09-2024,MRT,MAURITANIA,AFR,,,,
08-09-2024,MUS,MAURITIUS,AFR,4,0,12,0
08-09-2024,MYT,MAYOTTE,AFR,,,,
08-09-2024,MEX,MEXICO,AMR,128,3,600,18
08-09-2024,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
08-09-2024,MCO,MONACO,EUR,,,,
08-09-2024,MNG,MONGOLIA,WPR,,,,
08-09-2024,MNE,MONTENEGRO,EUR,,,,
08-09-2024,MSR,MONTSERRAT,AMR,,,,
08-09-2024,MAR,MOROCCO,EMR,,,,
08-09-2024,MOZ,MOZAMBIQUE,AFR,,,,
08-09-2024,MMR,MYANMAR,SEAR,,,,
08-09-2024,NAM,NAMIBIA,AFR,,,,
08-09-2024,NRU,NAURU,WPR,,,,
08-09-2024,NPL,NEPAL,SEAR,,,,
08-09-2024,NLD,NETHERLANDS,EUR,,,,
08-09-2024,NCL,NEW CALEDONIA,WPR,,,,
08-09-2024,NZL,NEW ZEALAND,WPR,82,2,493,14
08-09-2024,NIC,NICARAGUA,AMR,,,,
08-09-2024,NER,NIGER,AFR,,,,
08-09-2024,NGA,NIGERIA,AFR,,,,
08-09-2024,NIU,NIUE,WPR,,,,
08-09-2024,MKD,NORTH MACEDONIA,EUR,10,,44,
08-09-2024,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
08-09-2024,NOR,NORWAY,EUR,,,,
08-09-2024,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
08-09-2024,OMN,OMAN,EMR,,,,
08-09-2024,PAK,PAKISTAN,EMR,,,,
08-09-2024,PLW,PALAU,WPR,,,,
08-09-2024,PAN,PANAMA,AMR,5,0,17,1
08-09-2024,PNG,PAPUA NEW GUINEA,WPR,,,,
08-09-2024,PRY,PARAGUAY,AMR,,,,
08-09-2024,PER,PERU,AMR,10,0,52,7
08-09-2024,PHL,PHILIPPINES,WPR,,,,
08-09-2024,PCN,PITCAIRN ISLANDS,WPR,,,,
08-09-2024,POL,POLAND,EUR,24,,56,
08-09-2024,PRT,PORTUGAL,EUR,121,9,671,35
08-09-2024,PRI,PUERTO RICO,AMR,,,,
08-09-2024,QAT,QATAR,EMR,,,,
08-09-2024,KOR,REPUBLIC OF KOREA,WPR,,,,
08-09-2024,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
08-09-2024,REU,RÉUNION,AFR,,,,
08-09-2024,ROU,ROMANIA,EUR,,,,
08-09-2024,RUS,RUSSIAN FEDERATION,EUR,2959,,7411,
08-09-2024,RWA,RWANDA,AFR,,,,
08-09-2024,BLM,SAINT BARTHÉLEMY,AMR,,,,
08-09-2024,SHN,SAINT HELENA,AFR,,,,
08-09-2024,KNA,SAINT KITTS AND NEVIS,AMR,,,,
08-09-2024,LCA,SAINT LUCIA,AMR,0,,0,
08-09-2024,MAF,SAINT MARTIN,AMR,,,,
08-09-2024,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
08-09-2024,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
08-09-2024,WSM,SAMOA,WPR,,,,
08-09-2024,SMR,SAN MARINO,EUR,,,,
08-09-2024,STP,SAO TOME AND PRINCIPE,AFR,,,,
08-09-2024,SAU,SAUDI ARABIA,EMR,,,,
08-09-2024,SEN,SENEGAL,AFR,,,,
08-09-2024,SRB,SERBIA,EUR,,,,
08-09-2024,SYC,SEYCHELLES,AFR,,,,
08-09-2024,SLE,SIERRA LEONE,AFR,,,,
08-09-2024,SGP,SINGAPORE,WPR,54,1,214,5
08-09-2024,SXM,SINT MAARTEN,AMR,,,,
08-09-2024,SVK,SLOVAKIA,EUR,57,4,205,4
08-09-2024,SVN,SLOVENIA,EUR,,,,
08-09-2024,SLB,SOLOMON ISLANDS,WPR,,,,
08-09-2024,SOM,SOMALIA,EMR,,,,
08-09-2024,ZAF,SOUTH AFRICA,AFR,,,,
08-09-2024,SSD,SOUTH SUDAN,AFR,,,,
08-09-2024,ESP,SPAIN,EUR,,,,
08-09-2024,LKA,SRI LANKA,SEAR,,,,
08-09-2024,SDN,SUDAN,EMR,,,,
08-09-2024,SUR,SURINAME,AMR,0,,0,
08-09-2024,SWE,SWEDEN,EUR,,12,,46
08-09-2024,CHE,SWITZERLAND,EUR,,,,
08-09-2024,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
08-09-2024,TJK,TAJIKISTAN,EUR,,,,
08-09-2024,THA,THAILAND,SEAR,,,,
08-09-2024,GBR,THE UNITED KINGDOM,EUR,,,,
08-09-2024,TLS,TIMOR-LESTE,SEAR,,,,
08-09-2024,TGO,TOGO,AFR,,,,
08-09-2024,TKL,TOKELAU,WPR,,,,
08-09-2024,TON,TONGA,WPR,,,,
08-09-2024,TTO,TRINIDAD AND TOBAGO,AMR,,,,
08-09-2024,TUN,TUNISIA,EMR,,,,
08-09-2024,TUR,TURKEY,EUR,,,,
08-09-2024,TKM,TURKMENISTAN,EUR,,,,
08-09-2024,TCA,TURKS AND CAICOS ISLANDS,AMR,0,,0,
08-09-2024,TUV,TUVALU,WPR,,,,
08-09-2024,UGA,UGANDA,AFR,,,,
08-09-2024,UKR,UKRAINE,EUR,0,0,9,0
08-09-2024,ARE,UNITED ARAB EMIRATES,EMR,,,,
08-09-2024,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
08-09-2024,USA,UNITED STATES OF AMERICA,AMR,1368,,5840,
08-09-2024,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
08-09-2024,URY,URUGUAY,AMR,7,1,38,4
08-09-2024,UZB,UZBEKISTAN,EUR,,,,
08-09-2024,VUT,VANUATU,WPR,,,,
08-09-2024,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
08-09-2024,VNM,VIET NAM,WPR,,,,
08-09-2024,WLF,WALLIS AND FUTUNA,WPR,,,,
08-09-2024,YEM,YEMEN,EMR,,,,
08-09-2024,ZMB,ZAMBIA,AFR,,,,
08-09-2024,ZWE,ZIMBABWE,AFR,,,,
01-09-2024,AFG,AFGHANISTAN,EMR,,,,
01-09-2024,ALB,ALBANIA,EUR,20,,101,
01-09-2024,DZA,ALGERIA,AFR,,,,
01-09-2024,ASM,AMERICAN SAMOA,WPR,,,,
01-09-2024,AND,ANDORRA,EUR,,,,
01-09-2024,AGO,ANGOLA,AFR,0,0,0,0
01-09-2024,AIA,ANGUILLA,AMR,,,,
01-09-2024,ATG,ANTIGUA AND BARBUDA,AMR,,,,
01-09-2024,ARG,ARGENTINA,AMR,79,,264,
01-09-2024,ARM,ARMENIA,EUR,,,,
01-09-2024,ABW,ARUBA,AMR,,,,
01-09-2024,AUS,AUSTRALIA,WPR,,,,
01-09-2024,AUT,AUSTRIA,EUR,,,,
01-09-2024,AZE,AZERBAIJAN,EUR,,,,
01-09-2024,BHS,BAHAMAS,AMR,,,,
01-09-2024,BHR,BAHRAIN,EMR,,,,
01-09-2024,BGD,BANGLADESH,SEAR,0,,1,
01-09-2024,BRB,BARBADOS,AMR,,,,
01-09-2024,BLR,BELARUS,EUR,,,,
01-09-2024,BEL,BELGIUM,EUR,,,,
01-09-2024,BLZ,BELIZE,AMR,,,,
01-09-2024,BEN,BENIN,AFR,,,,
01-09-2024,BMU,BERMUDA,AMR,,,,
01-09-2024,BTN,BHUTAN,SEAR,,,,
01-09-2024,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0,0,4,0
01-09-2024,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
01-09-2024,BIH,BOSNIA AND HERZEGOVINA,EUR,,,10,2
01-09-2024,BWA,BOTSWANA,AFR,,,,
01-09-2024,BRA,BRAZIL,AMR,826,283,2472,811
01-09-2024,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
01-09-2024,BRN,BRUNEI DARUSSALAM,WPR,5,0,23,1
01-09-2024,BGR,BULGARIA,EUR,,,,
01-09-2024,BFA,BURKINA FASO,AFR,,,,
01-09-2024,BDI,BURUNDI,AFR,,,,
01-09-2024,CPV,CABO VERDE,AFR,,,,
01-09-2024,KHM,CAMBODIA,WPR,,,,
01-09-2024,CMR,CAMEROON,AFR,,,,
01-09-2024,CAN,CANADA,AMR,,,,
01-09-2024,CYM,CAYMAN ISLANDS,AMR,,,,
01-09-2024,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
01-09-2024,TCD,CHAD,AFR,,,,
01-09-2024,CHL,CHILE,AMR,12,1,52,4
01-09-2024,CHN,CHINA,WPR,,,,
01-09-2024,COL,COLOMBIA,AMR,91,,633,
01-09-2024,COM,COMOROS,AFR,,,,
01-09-2024,COG,CONGO,AFR,,,,
01-09-2024,COK,COOK ISLANDS,WPR,,,,
01-09-2024,CRI,COSTA RICA,AMR,16,1,110,9
01-09-2024,CIV,CÔTE D’IVOIRE,AFR,,,,
01-09-2024,HRV,CROATIA,EUR,,,,
01-09-2024,CUB,CUBA,AMR,,,,
01-09-2024,CUW,CURAÇAO,AMR,,,,
01-09-2024,CYP,CYPRUS,EUR,40,1,180,7
01-09-2024,CZE,CZECHIA,EUR,50,3,166,16
01-09-2024,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
01-09-2024,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
01-09-2024,DNK,DENMARK,EUR,196,,655,
01-09-2024,DJI,DJIBOUTI,EMR,,,,
01-09-2024,DMA,DOMINICA,AMR,0,,0,
01-09-2024,DOM,DOMINICAN REPUBLIC,AMR,,,,
01-09-2024,ECU,ECUADOR,AMR,38,16,208,98
01-09-2024,EGY,EGYPT,EMR,,,,
01-09-2024,SLV,EL SALVADOR,AMR,,,,
01-09-2024,GNQ,EQUATORIAL GUINEA,AFR,,,,
01-09-2024,ERI,ERITREA,AFR,,,,
01-09-2024,EST,ESTONIA,EUR,42,4,139,20
01-09-2024,SWZ,ESWATINI,AFR,,,,
01-09-2024,ETH,ETHIOPIA,AFR,,,,
01-09-2024,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
01-09-2024,FRO,FAROE ISLANDS,EUR,,,,
01-09-2024,FJI,FIJI,WPR,,,,
01-09-2024,FIN,FINLAND,EUR,,,,
01-09-2024,FRA,FRANCE,EUR,,,,
01-09-2024,GUF,FRENCH GUIANA,AMR,,,,
01-09-2024,PYF,FRENCH POLYNESIA,WPR,,,,
01-09-2024,GAB,GABON,AFR,,,,
01-09-2024,GMB,GAMBIA,AFR,,,,
01-09-2024,GEO,GEORGIA,EUR,3,,21,
01-09-2024,DEU,GERMANY,EUR,,,,
01-09-2024,GHA,GHANA,AFR,,,,
01-09-2024,GIB,GIBRALTAR,EUR,,,,
01-09-2024,GRC,GREECE,EUR,673,8,3076,51
01-09-2024,GRL,GREENLAND,EUR,,,,
01-09-2024,GRD,GRENADA,AMR,,,,
01-09-2024,GLP,GUADELOUPE,AMR,,,,
01-09-2024,GUM,GUAM,WPR,,,,
01-09-2024,GTM,GUATEMALA,AMR,0,0,3,1
01-09-2024,GGY,GUERNSEY,EUR,,,,
01-09-2024,GIN,GUINEA,AFR,,,,
01-09-2024,GNB,GUINEA-BISSAU,AFR,,,,
01-09-2024,GUY,GUYANA,AMR,0,0,0,0
01-09-2024,HTI,HAITI,AMR,0,0,0,0
01-09-2024,VAT,HOLY SEE,EUR,,,,
01-09-2024,HND,HONDURAS,AMR,0,0,4,1
01-09-2024,HUN,HUNGARY,EUR,24,1,83,10
01-09-2024,ISL,ICELAND,EUR,,,,
01-09-2024,IND,INDIA,SEAR,,,,
