Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
03-08-2025,AFG,AFGHANISTAN,EMR,,,,
03-08-2025,ALB,ALBANIA,EUR,,,,
03-08-2025,DZA,ALGERIA,AFR,,,,
03-08-2025,ASM,AMERICAN SAMOA,WPR,,,,
03-08-2025,AND,ANDORRA,EUR,,,,
03-08-2025,AGO,ANGOLA,AFR,,,,
03-08-2025,AIA,ANGUILLA,AMR,,,,
03-08-2025,ATG,ANTIGUA AND BARBUDA,AMR,,,,
03-08-2025,ARG,ARGENTINA,AMR,54,,217,
03-08-2025,ARM,ARMENIA,EUR,,,,
03-08-2025,ABW,ARUBA,AMR,,,,
03-08-2025,AUS,AUSTRALIA,WPR,,,,
03-08-2025,AUT,AUSTRIA,EUR,,,,
03-08-2025,AZE,AZERBAIJAN,EUR,,,,
03-08-2025,BHS,BAHAMAS,AMR,,,,
03-08-2025,BHR,BAHRAIN,EMR,,,,
03-08-2025,BGD,BANGLADESH,SEAR,,,,
03-08-2025,BRB,BARBADOS,AMR,,,,
03-08-2025,BLR,BELARUS,EUR,,,,
03-08-2025,BEL,BELGIUM,EUR,,,,
03-08-2025,BLZ,BELIZE,AMR,,,,
03-08-2025,BEN,BENIN,AFR,,,,
03-08-2025,BMU,BERMUDA,AMR,,,,
03-08-2025,BTN,BHUTAN,SEAR,,,,
03-08-2025,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0,0,0,0
03-08-2025,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
03-08-2025,BIH,BOSNIA AND HERZEGOVINA,EUR,0,0,0,0
03-08-2025,BWA,BOTSWANA,AFR,,,,
03-08-2025,BRA,BRAZIL,AMR,91,30,423,119
03-08-2025,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
03-08-2025,BRN,BRUNEI DARUSSALAM,WPR,2,0,25,0
03-08-2025,BGR,BULGARIA,EUR,,,,
03-08-2025,BFA,BURKINA FASO,AFR,,,,
03-08-2025,BDI,BURUNDI,AFR,,,,
03-08-2025,CPV,CABO VERDE,AFR,,,,
03-08-2025,KHM,CAMBODIA,WPR,,,,
03-08-2025,CMR,CAMEROON,AFR,,,,
03-08-2025,CAN,CANADA,AMR,,,,
03-08-2025,CYM,CAYMAN ISLANDS,AMR,,,,
03-08-2025,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
03-08-2025,TCD,CHAD,AFR,,,,
03-08-2025,CHL,CHILE,AMR,1,1,3,2
03-08-2025,CHN,CHINA,WPR,,,,
03-08-2025,COL,COLOMBIA,AMR,84,0,276,0
03-08-2025,COM,COMOROS,AFR,,,,
03-08-2025,COG,CONGO,AFR,,,,
03-08-2025,COK,COOK ISLANDS,WPR,,,,
03-08-2025,CRI,COSTA RICA,AMR,0,0,0,0
03-08-2025,CIV,CÔTE D’IVOIRE,AFR,,,,
03-08-2025,HRV,CROATIA,EUR,,,,
03-08-2025,CUB,CUBA,AMR,,,,
03-08-2025,CUW,CURAÇAO,AMR,,,,
03-08-2025,CYP,CYPRUS,EUR,,,,
03-08-2025,CZE,CZECHIA,EUR,5,1,20,3
03-08-2025,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
03-08-2025,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
03-08-2025,DNK,DENMARK,EUR,,,,
03-08-2025,DJI,DJIBOUTI,EMR,,,,
03-08-2025,DMA,DOMINICA,AMR,0,0,0,0
03-08-2025,DOM,DOMINICAN REPUBLIC,AMR,,,,
03-08-2025,ECU,ECUADOR,AMR,,,30,1
03-08-2025,EGY,EGYPT,EMR,,,,
03-08-2025,SLV,EL SALVADOR,AMR,,,,
03-08-2025,GNQ,EQUATORIAL GUINEA,AFR,,,,
03-08-2025,ERI,ERITREA,AFR,,,,
03-08-2025,EST,ESTONIA,EUR,3,,20,1
03-08-2025,SWZ,ESWATINI,AFR,,,,
03-08-2025,ETH,ETHIOPIA,AFR,,,,
03-08-2025,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
03-08-2025,FRO,FAROE ISLANDS,EUR,,,,
03-08-2025,FJI,FIJI,WPR,,,,
03-08-2025,FIN,FINLAND,EUR,,,,
03-08-2025,FRA,FRANCE,EUR,,,,
03-08-2025,GUF,FRENCH GUIANA,AMR,,,,
03-08-2025,PYF,FRENCH POLYNESIA,WPR,,,,
03-08-2025,GAB,GABON,AFR,,,,
03-08-2025,GMB,GAMBIA,AFR,,,,
03-08-2025,GEO,GEORGIA,EUR,,,,
03-08-2025,DEU,GERMANY,EUR,,,,
03-08-2025,GHA,GHANA,AFR,,,,
03-08-2025,GIB,GIBRALTAR,EUR,,,,
03-08-2025,GRC,GREECE,EUR,189,1,539,1
03-08-2025,GRL,GREENLAND,EUR,,,,
03-08-2025,GRD,GRENADA,AMR,,,,
03-08-2025,GLP,GUADELOUPE,AMR,,,,
03-08-2025,GUM,GUAM,WPR,,,,
03-08-2025,GTM,GUATEMALA,AMR,1,0,15,1
03-08-2025,GGY,GUERNSEY,EUR,,,,
03-08-2025,GIN,GUINEA,AFR,,,,
03-08-2025,GNB,GUINEA-BISSAU,AFR,,,,
03-08-2025,GUY,GUYANA,AMR,1,0,8,2
03-08-2025,HTI,HAITI,AMR,0,0,0,0
03-08-2025,VAT,HOLY SEE,EUR,,,,
03-08-2025,HND,HONDURAS,AMR,6,2,53,5
03-08-2025,HUN,HUNGARY,EUR,,,,
03-08-2025,ISL,ICELAND,EUR,,,,
03-08-2025,IND,INDIA,SEAR,,,,
03-08-2025,IDN,INDONESIA,WPR,,,,
03-08-2025,XXL,International commercial vessel,OTHER,,,,
03-08-2025,XXF,International conveyance (American Samoa),OTHER,,,,
03-08-2025,XXJ,International conveyance (Diamond Princess),OTHER,,,,
03-08-2025,XXI,International conveyance (Kiribati),OTHER,,,,
03-08-2025,XXG,International conveyance (Solomon Islands),OTHER,,,,
03-08-2025,XXH,International conveyance (Vanuatu),OTHER,,,,
03-08-2025,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
03-08-2025,IRQ,IRAQ,EMR,,,,
03-08-2025,IRL,IRELAND,EUR,148,,626,5
03-08-2025,IMN,ISLE OF MAN,EUR,,,,
03-08-2025,ISR,ISRAEL,EUR,,,,
03-08-2025,ITA,ITALY,EUR,,,,
03-08-2025,JAM,JAMAICA,AMR,,,,
03-08-2025,JPN,JAPAN,WPR,,,,
03-08-2025,JEY,JERSEY,EUR,,,,
03-08-2025,JOR,JORDAN,EMR,,,,
03-08-2025,KAZ,KAZAKHSTAN,EUR,,,,
03-08-2025,KEN,KENYA,AFR,,,,
03-08-2025,KIR,KIRIBATI,WPR,,,,
03-08-2025,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
03-08-2025,KWT,KUWAIT,EMR,,,,
03-08-2025,KGZ,KYRGYZSTAN,EUR,,,,
03-08-2025,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
03-08-2025,LVA,LATVIA,EUR,14,,45,
03-08-2025,LBN,LEBANON,EMR,,,,
03-08-2025,LSO,LESOTHO,AFR,,,,
03-08-2025,LBR,LIBERIA,AFR,,,,
03-08-2025,LBY,LIBYA,EMR,,,,
03-08-2025,LIE,LIECHTENSTEIN,EUR,,,,
03-08-2025,LTU,LITHUANIA,EUR,,,,
03-08-2025,LUX,LUXEMBOURG,EUR,,,,
03-08-2025,MDG,MADAGASCAR,AFR,,,,
03-08-2025,MWI,MALAWI,AFR,,,,
03-08-2025,MYS,MALAYSIA,WPR,,,,
03-08-2025,MDV,MALDIVES,SEAR,,,,
03-08-2025,MLI,MALI,AFR,,,,
03-08-2025,MLT,MALTA,EUR,44,,248,8
03-08-2025,MHL,MARSHALL ISLANDS,WPR,,,,
03-08-2025,MTQ,MARTINIQUE,AMR,,,,
03-08-2025,MRT,MAURITANIA,AFR,0,0,0,0
03-08-2025,MUS,MAURITIUS,AFR,,,,
03-08-2025,MYT,MAYOTTE,AFR,,,,
03-08-2025,MEX,MEXICO,AMR,47,1,216,4
03-08-2025,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
03-08-2025,MCO,MONACO,EUR,,,,
03-08-2025,MNG,MONGOLIA,WPR,,,,
03-08-2025,MNE,MONTENEGRO,EUR,,,,
03-08-2025,MSR,MONTSERRAT,AMR,,,,
03-08-2025,MAR,MOROCCO,EMR,,,,
03-08-2025,MOZ,MOZAMBIQUE,AFR,,,,
03-08-2025,MMR,MYANMAR,SEAR,,,,
03-08-2025,NAM,NAMIBIA,AFR,,,,
03-08-2025,NRU,NAURU,WPR,,,,
03-08-2025,NPL,NEPAL,SEAR,,,,
03-08-2025,NLD,NETHERLANDS,EUR,,,,
03-08-2025,NCL,NEW CALEDONIA,WPR,,,,
03-08-2025,NZL,NEW ZEALAND,WPR,83,7,399,19
03-08-2025,NIC,NICARAGUA,AMR,,,,
03-08-2025,NER,NIGER,AFR,,,,
03-08-2025,NGA,NIGERIA,AFR,,,,
03-08-2025,NIU,NIUE,WPR,,,,
03-08-2025,MKD,NORTH MACEDONIA,EUR,,,,
03-08-2025,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
03-08-2025,NOR,NORWAY,EUR,,,,
03-08-2025,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
03-08-2025,OMN,OMAN,EMR,,,,
03-08-2025,PAK,PAKISTAN,EMR,,,,
03-08-2025,PLW,PALAU,WPR,,,,
03-08-2025,PAN,PANAMA,AMR,,,26,4
03-08-2025,PNG,PAPUA NEW GUINEA,WPR,,,,
03-08-2025,PRY,PARAGUAY,AMR,,,,
03-08-2025,PER,PERU,AMR,5,0,41,3
03-08-2025,PHL,PHILIPPINES,WPR,,,,
03-08-2025,PCN,PITCAIRN ISLANDS,WPR,,,,
03-08-2025,POL,POLAND,EUR,22,,111,
03-08-2025,PRT,PORTUGAL,EUR,1,0,36,0
03-08-2025,PRI,PUERTO RICO,AMR,,,,
03-08-2025,QAT,QATAR,EMR,,,,
03-08-2025,KOR,REPUBLIC OF KOREA,WPR,,,,
03-08-2025,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
03-08-2025,REU,RÉUNION,AFR,,,,
03-08-2025,ROU,ROMANIA,EUR,,,,
03-08-2025,RUS,RUSSIAN FEDERATION,EUR,,,,
03-08-2025,RWA,RWANDA,AFR,,,,
03-08-2025,BLM,SAINT BARTHÉLEMY,AMR,,,,
03-08-2025,SHN,SAINT HELENA,AFR,,,,
03-08-2025,KNA,SAINT KITTS AND NEVIS,AMR,,,,
03-08-2025,LCA,SAINT LUCIA,AMR,0,0,0,0
03-08-2025,MAF,SAINT MARTIN,AMR,,,,
03-08-2025,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
03-08-2025,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
03-08-2025,WSM,SAMOA,WPR,,,,
03-08-2025,SMR,SAN MARINO,EUR,,,,
03-08-2025,STP,SAO TOME AND PRINCIPE,AFR,,,,
03-08-2025,SAU,SAUDI ARABIA,EMR,,,,
03-08-2025,SEN,SENEGAL,AFR,,,,
03-08-2025,SRB,SERBIA,EUR,,,,
03-08-2025,SYC,SEYCHELLES,AFR,,,,
03-08-2025,SLE,SIERRA LEONE,AFR,,,,
03-08-2025,SGP,SINGAPORE,WPR,100,0,439,12
03-08-2025,SXM,SINT MAARTEN,AMR,,,,
03-08-2025,SVK,SLOVAKIA,EUR,3,,9,
03-08-2025,SVN,SLOVENIA,EUR,,,,
03-08-2025,SLB,SOLOMON ISLANDS,WPR,,,,
03-08-2025,SOM,SOMALIA,EMR,,,,
03-08-2025,ZAF,SOUTH AFRICA,AFR,,,,
03-08-2025,SSD,SOUTH SUDAN,AFR,,,,
03-08-2025,ESP,SPAIN,EUR,,,,
03-08-2025,LKA,SRI LANKA,SEAR,,,,
03-08-2025,SDN,SUDAN,EMR,,,,
03-08-2025,SUR,SURINAME,AMR,0,0,0,0
03-08-2025,SWE,SWEDEN,EUR,,1,,2
03-08-2025,CHE,SWITZERLAND,EUR,,,,
03-08-2025,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
03-08-2025,TJK,TAJIKISTAN,EUR,,,,
03-08-2025,THA,THAILAND,SEAR,,,,
03-08-2025,GBR,THE UNITED KINGDOM,EUR,516,9,1980,33
03-08-2025,TLS,TIMOR-LESTE,SEAR,,,,
03-08-2025,TGO,TOGO,AFR,,,,
03-08-2025,TKL,TOKELAU,WPR,,,,
03-08-2025,TON,TONGA,WPR,,,,
03-08-2025,TTO,TRINIDAD AND TOBAGO,AMR,,,,
03-08-2025,TUN,TUNISIA,EMR,,,,
03-08-2025,TUR,TURKEY,EUR,,,,
03-08-2025,TKM,TURKMENISTAN,EUR,,,,
03-08-2025,TCA,TURKS AND CAICOS ISLANDS,AMR,0,0,1,0
03-08-2025,TUV,TUVALU,WPR,,,,
03-08-2025,UGA,UGANDA,AFR,,,,
03-08-2025,UKR,UKRAINE,EUR,3,0,12,2
03-08-2025,ARE,UNITED ARAB EMIRATES,EMR,,,,
03-08-2025,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
03-08-2025,USA,UNITED STATES OF AMERICA,AMR,428,,1575,
03-08-2025,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
03-08-2025,URY,URUGUAY,AMR,0,0,2,1
03-08-2025,UZB,UZBEKISTAN,EUR,,,,
03-08-2025,VUT,VANUATU,WPR,,,,
03-08-2025,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
03-08-2025,VNM,VIET NAM,WPR,,,,
03-08-2025,WLF,WALLIS AND FUTUNA,WPR,,,,
03-08-2025,YEM,YEMEN,EMR,,,,
03-08-2025,ZMB,ZAMBIA,AFR,,,,
03-08-2025,ZWE,ZIMBABWE,AFR,,,,
27-07-2025,AFG,AFGHANISTAN,EMR,,,,
27-07-2025,ALB,ALBANIA,EUR,,,,
27-07-2025,DZA,ALGERIA,AFR,,,,
27-07-2025,ASM,AMERICAN SAMOA,WPR,,,,
27-07-2025,AND,ANDORRA,EUR,,,,
27-07-2025,AGO,ANGOLA,AFR,,,,
27-07-2025,AIA,ANGUILLA,AMR,,,,
27-07-2025,ATG,ANTIGUA AND BARBUDA,AMR,,,,
27-07-2025,ARG,ARGENTINA,AMR,51,,238,
27-07-2025,ARM,ARMENIA,EUR,,,,
27-07-2025,ABW,ARUBA,AMR,,,,
27-07-2025,AUS,AUSTRALIA,WPR,,,,
27-07-2025,AUT,AUSTRIA,EUR,,,,
27-07-2025,AZE,AZERBAIJAN,EUR,,,,
27-07-2025,BHS,BAHAMAS,AMR,,,,
27-07-2025,BHR,BAHRAIN,EMR,,,,
27-07-2025,BGD,BANGLADESH,SEAR,,,,
27-07-2025,BRB,BARBADOS,AMR,,,,
27-07-2025,BLR,BELARUS,EUR,,,,
27-07-2025,BEL,BELGIUM,EUR,,,,
27-07-2025,BLZ,BELIZE,AMR,,,,
27-07-2025,BEN,BENIN,AFR,,,,
27-07-2025,BMU,BERMUDA,AMR,,,,
27-07-2025,BTN,BHUTAN,SEAR,,,,
27-07-2025,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0,0,0,0
27-07-2025,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
27-07-2025,BIH,BOSNIA AND HERZEGOVINA,EUR,0,0,0,0
27-07-2025,BWA,BOTSWANA,AFR,,,,
27-07-2025,BRA,BRAZIL,AMR,121,37,422,115
27-07-2025,VGB,BRITISH VIRGIN ISLANDS,AMR,0,0,0,0
27-07-2025,BRN,BRUNEI DARUSSALAM,WPR,5,0,33,0
27-07-2025,BGR,BULGARIA,EUR,,,,
27-07-2025,BFA,BURKINA FASO,AFR,,,,
27-07-2025,BDI,BURUNDI,AFR,,,,
27-07-2025,CPV,CABO VERDE,AFR,,,,
27-07-2025,KHM,CAMBODIA,WPR,,,,
27-07-2025,CMR,CAMEROON,AFR,,,,
27-07-2025,CAN,CANADA,AMR,,,,
27-07-2025,CYM,CAYMAN ISLANDS,AMR,,,,
27-07-2025,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
27-07-2025,TCD,CHAD,AFR,,,,
27-07-2025,CHL,CHILE,AMR,2,1,3,1
27-07-2025,CHN,CHINA,WPR,,,,
27-07-2025,COL,COLOMBIA,AMR,67,0,282,0
27-07-2025,COM,COMOROS,AFR,,,,
27-07-2025,COG,CONGO,AFR,,,,
27-07-2025,COK,COOK ISLANDS,WPR,,,,
27-07-2025,CRI,COSTA RICA,AMR,0,0,0,0
27-07-2025,CIV,CÔTE D’IVOIRE,AFR,,,,
27-07-2025,HRV,CROATIA,EUR,,,,
27-07-2025,CUB,CUBA,AMR,,,,
27-07-2025,CUW,CURAÇAO,AMR,,,,
27-07-2025,CYP,CYPRUS,EUR,,,,
27-07-2025,CZE,CZECHIA,EUR,4,,25,2
27-07-2025,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
27-07-2025,COD,DEMOCRATIC REPUBLIC OF THE CONGO,AFR,,,,
27-07-2025,DNK,DENMARK,EUR,,,,
27-07-2025,DJI,DJIBOUTI,EMR,,,,
27-07-2025,DMA,DOMINICA,AMR,0,0,0,0
27-07-2025,DOM,DOMINICAN REPUBLIC,AMR,,,,
27-07-2025,ECU,ECUADOR,AMR,,,38,5
27-07-2025,EGY,EGYPT,EMR,,,,
27-07-2025,SLV,EL SALVADOR,AMR,,,,
27-07-2025,GNQ,EQUATORIAL GUINEA,AFR,,,,
27-07-2025,ERI,ERITREA,AFR,,,,
27-07-2025,EST,ESTONIA,EUR,9,1,26,1
27-07-2025,SWZ,ESWATINI,AFR,,,,
27-07-2025,ETH,ETHIOPIA,AFR,,,,
27-07-2025,FLK,FALKLAND ISLANDS (MALVINAS),AMR,,,,
27-07-2025,FRO,FAROE ISLANDS,EUR,,,,
27-07-2025,FJI,FIJI,WPR,,,,
27-07-2025,FIN,FINLAND,EUR,,,,
27-07-2025,FRA,FRANCE,EUR,,,,
27-07-2025,GUF,FRENCH GUIANA,AMR,,,,
27-07-2025,PYF,FRENCH POLYNESIA,WPR,,,,
27-07-2025,GAB,GABON,AFR,,,,
27-07-2025,GMB,GAMBIA,AFR,,,,
27-07-2025,GEO,GEORGIA,EUR,,,,
27-07-2025,DEU,GERMANY,EUR,,,,
27-07-2025,GHA,GHANA,AFR,,,,
27-07-2025,GIB,GIBRALTAR,EUR,,,,
27-07-2025,GRC,GREECE,EUR,145,0,449,0
27-07-2025,GRL,GREENLAND,EUR,,,,
27-07-2025,GRD,GRENADA,AMR,,,,
27-07-2025,GLP,GUADELOUPE,AMR,,,,
27-07-2025,GUM,GUAM,WPR,,,,
27-07-2025,GTM,GUATEMALA,AMR,4,0,14,1
27-07-2025,GGY,GUERNSEY,EUR,,,,
27-07-2025,GIN,GUINEA,AFR,,,,
27-07-2025,GNB,GUINEA-BISSAU,AFR,,,,
27-07-2025,GUY,GUYANA,AMR,1,0,11,2
27-07-2025,HTI,HAITI,AMR,0,0,0,0
27-07-2025,VAT,HOLY SEE,EUR,,,,
27-07-2025,HND,HONDURAS,AMR,10,0,51,3
27-07-2025,HUN,HUNGARY,EUR,,,,
27-07-2025,ISL,ICELAND,EUR,,,,
27-07-2025,IND,INDIA,SEAR,,,,
27-07-2025,IDN,INDONESIA,WPR,,,,
27-07-2025,XXL,International commercial vessel,OTHER,,,,
27-07-2025,XXF,International conveyance (American Samoa),OTHER,,,,
27-07-2025,XXJ,International conveyance (Diamond Princess),OTHER,,,,
27-07-2025,XXI,International conveyance (Kiribati),OTHER,,,,
27-07-2025,XXG,International conveyance (Solomon Islands),OTHER,,,,
27-07-2025,XXH,International conveyance (Vanuatu),OTHER,,,,
27-07-2025,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
27-07-2025,IRQ,IRAQ,EMR,,,,
27-07-2025,IRL,IRELAND,EUR,175,1,601,7
27-07-2025,IMN,ISLE OF MAN,EUR,,,,
27-07-2025,ISR,ISRAEL,EUR,,,,
27-07-2025,ITA,ITALY,EUR,,,,
27-07-2025,JAM,JAMAICA,AMR,,,,
27-07-2025,JPN,JAPAN,WPR,,,,
27-07-2025,JEY,JERSEY,EUR,,,,
27-07-2025,JOR,JORDAN,EMR,,,,
27-07-2025,KAZ,KAZAKHSTAN,EUR,,,,
27-07-2025,KEN,KENYA,AFR,,,,
27-07-2025,KIR,KIRIBATI,WPR,,,,
27-07-2025,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
27-07-2025,KWT,KUWAIT,EMR,,,,
27-07-2025,KGZ,KYRGYZSTAN,EUR,,,,
27-07-2025,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
27-07-2025,LVA,LATVIA,EUR,8,,35,
27-07-2025,LBN,LEBANON,EMR,,,,
27-07-2025,LSO,LESOTHO,AFR,,,,
27-07-2025,LBR,LIBERIA,AFR,,,,
27-07-2025,LBY,LIBYA,EMR,,,,
27-07-2025,LIE,LIECHTENSTEIN,EUR,,,,
27-07-2025,LTU,LITHUANIA,EUR,,,,
27-07-2025,LUX,LUXEMBOURG,EUR,,,,
27-07-2025,MDG,MADAGASCAR,AFR,,,,
27-07-2025,MWI,MALAWI,AFR,,,,
27-07-2025,MYS,MALAYSIA,WPR,,,,
27-07-2025,MDV,MALDIVES,SEAR,,,,
27-07-2025,MLI,MALI,AFR,,,,
27-07-2025,MLT,MALTA,EUR,81,1,251,8
27-07-2025,MHL,MARSHALL ISLANDS,WPR,,,,
27-07-2025,MTQ,MARTINIQUE,AMR,,,,
27-07-2025,MRT,MAURITANIA,AFR,0,0,0,0
27-07-2025,MUS,MAURITIUS,AFR,,,,
27-07-2025,MYT,MAYOTTE,AFR,,,,
27-07-2025,MEX,MEXICO,AMR,58,0,242,5
27-07-2025,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
27-07-2025,MCO,MONACO,EUR,,,,
27-07-2025,MNG,MONGOLIA,WPR,,,,
27-07-2025,MNE,MONTENEGRO,EUR,,,,
27-07-2025,MSR,MONTSERRAT,AMR,,,,
27-07-2025,MAR,MOROCCO,EMR,,,,
27-07-2025,MOZ,MOZAMBIQUE,AFR,,,,
27-07-2025,MMR,MYANMAR,SEAR,,,,
27-07-2025,NAM,NAMIBIA,AFR,,,,
27-07-2025,NRU,NAURU,WPR,,,,
27-07-2025,NPL,NEPAL,SEAR,,,,
27-07-2025,NLD,NETHERLANDS,EUR,,,,
27-07-2025,NCL,NEW CALEDONIA,WPR,,,,
27-07-2025,NZL,NEW ZEALAND,WPR,99,3,444,15
27-07-2025,NIC,NICARAGUA,AMR,,,,
27-07-2025,NER,NIGER,AFR,,,,
27-07-2025,NGA,NIGERIA,AFR,,,,
27-07-2025,NIU,NIUE,WPR,,,,
27-07-2025,MKD,NORTH MACEDONIA,EUR,,,,
27-07-2025,MNP,NORTHERN MARIANA ISLANDS (COMMONWEALTH OF THE),WPR,,,,
27-07-2025,NOR,NORWAY,EUR,,,,
27-07-2025,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
27-07-2025,OMN,OMAN,EMR,,,,
27-07-2025,PAK,PAKISTAN,EMR,,,,
27-07-2025,PLW,PALAU,WPR,,,,
27-07-2025,PAN,PANAMA,AMR,,,36,6
27-07-2025,PNG,PAPUA NEW GUINEA,WPR,,,,
27-07-2025,PRY,PARAGUAY,AMR,,,,
27-07-2025,PER,PERU,AMR,4,1,36,3
27-07-2025,PHL,PHILIPPINES,WPR,,,,
27-07-2025,PCN,PITCAIRN ISLANDS,WPR,,,,
27-07-2025,POL,POLAND,EUR,44,,112,
27-07-2025,PRT,PORTUGAL,EUR,2,0,72,1
27-07-2025,PRI,PUERTO RICO,AMR,,,,
27-07-2025,QAT,QATAR,EMR,,,,
27-07-2025,KOR,REPUBLIC OF KOREA,WPR,,,,
27-07-2025,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
27-07-2025,REU,RÉUNION,AFR,,,,
27-07-2025,ROU,ROMANIA,EUR,,,,
27-07-2025,RUS,RUSSIAN FEDERATION,EUR,,,,
27-07-2025,RWA,RWANDA,AFR,,,,
27-07-2025,BLM,SAINT BARTHÉLEMY,AMR,,,,
27-07-2025,SHN,SAINT HELENA,AFR,,,,
27-07-2025,KNA,SAINT KITTS AND NEVIS,AMR,,,,
27-07-2025,LCA,SAINT LUCIA,AMR,0,0,0,0
27-07-2025,MAF,SAINT MARTIN,AMR,,,,
27-07-2025,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
27-07-2025,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
27-07-2025,WSM,SAMOA,WPR,,,,
27-07-2025,SMR,SAN MARINO,EUR,,,,
27-07-2025,STP,SAO TOME AND PRINCIPE,AFR,,,,
27-07-2025,SAU,SAUDI ARABIA,EMR,,,,
27-07-2025,SEN,SENEGAL,AFR,,,,
27-07-2025,SRB,SERBIA,EUR,,,,
27-07-2025,SYC,SEYCHELLES,AFR,,,,
27-07-2025,SLE,SIERRA LEONE,AFR,,,,
27-07-2025,SGP,SINGAPORE,WPR,83,1,482,15
27-07-2025,SXM,SINT MAARTEN,AMR,,,,
27-07-2025,SVK,SLOVAKIA,EUR,1,,8,
27-07-2025,SVN,SLOVENIA,EUR,,,,
27-07-2025,SLB,SOLOMON ISLANDS,WPR,,,,
27-07-2025,SOM,SOMALIA,EMR,,,,
27-07-2025,ZAF,SOUTH AFRICA,AFR,,,,
27-07-2025,SSD,SOUTH SUDAN,AFR,,,,
27-07-2025,ESP,SPAIN,EUR,,,,
27-07-2025,LKA,SRI LANKA,SEAR,,,,
27-07-2025,SDN,SUDAN,EMR,,,,
27-07-2025,SUR,SURINAME,AMR,0,0,0,0
27-07-2025,SWE,SWEDEN,EUR,,,,2
27-07-2025,CHE,SWITZERLAND,EUR,,,,
27-07-2025,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
27-07-2025,TJK,TAJIKISTAN,EUR,,,,
27-07-2025,THA,THAILAND,SEAR,,,,
27-07-2025,GBR,THE UNITED KINGDOM,EUR,488,11,1932,34
27-07-2025,TLS,TIMOR-LESTE,SEAR,,,,
27-07-2025,TGO,TOGO,AFR,,,,
27-07-2025,TKL,TOKELAU,WPR,,,,
27-07-2025,TON,TONGA,WPR,,,,
27-07-2025,TTO,TRINIDAD AND TOBAGO,AMR,,,,
27-07-2025,TUN,TUNISIA,EMR,,,,
27-07-2025,TUR,TURKEY,EUR,,,,
27-07-2025,TKM,TURKMENISTAN,EUR,,,,
27-07-2025,TCA,TURKS AND CAICOS ISLANDS,AMR,0,0,1,0
27-07-2025,TUV,TUVALU,WPR,,,,
27-07-2025,UGA,UGANDA,AFR,,,,
27-07-2025,UKR,UKRAINE,EUR,4,0,11,2
27-07-2025,ARE,UNITED ARAB EMIRATES,EMR,,,,
27-07-2025,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
27-07-2025,USA,UNITED STATES OF AMERICA,AMR,449,,1449,
27-07-2025,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
27-07-2025,URY,URUGUAY,AMR,1,1,5,1
27-07-2025,UZB,UZBEKISTAN,EUR,,,,
27-07-2025,VUT,VANUATU,WPR,,,,
27-07-2025,VEN,VENEZUELA (BOLIVARIAN REPUBLIC OF),AMR,,,,
27-07-2025,VNM,VIET NAM,WPR,,,,
27-07-2025,WLF,WALLIS AND FUTUNA,WPR,,,,
