COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
LBY,2273020,134017,1193588,3600625,52,33,2,17,11-04-2021,31-12-2023,26-06-2022
LBY,2295395,165539,1218967,3618306,53,33,2,18,11-04-2021,31-12-2023,31-07-2022
LBY,2302542,173299,1225867,3620557,53,34,3,18,11-04-2021,31-12-2023,28-08-2022
LBY,2308003,177336,1229735,3622736,53,34,3,18,11-04-2021,31-12-2023,25-09-2022
LBY,2310804,180002,1231588,3624987,53,34,3,18,11-04-2021,31-12-2023,30-10-2022
LBY,2312956,182623,1233347,3627166,53,34,3,18,11-04-2021,31-12-2023,27-11-2022
FJI,712025,172063,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,28-05-2023
FJI,712025,172078,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,25-06-2023
FJI,712025,172078,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,30-07-2023
FJI,712025,172078,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,27-08-2023
FJI,712025,172078,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,24-09-2023
FJI,712025,172078,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,29-10-2023
FJI,712025,172078,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,26-11-2023
FJI,6278,,,17327,2,1,,,07-03-2021,29-06-2023,28-03-2021
FJI,44297,,,62055,7,5,,,07-03-2021,29-06-2023,25-04-2021
FJI,178714,,7405,186118,21,20,,1,07-03-2021,29-06-2023,30-05-2021
FJI,301303,,47312,348615,39,34,,5,07-03-2021,29-06-2023,27-06-2021
FJI,485938,,144987,630925,70,54,,16,07-03-2021,29-06-2023,25-07-2021
FJI,562822,,283581,846403,94,63,,32,07-03-2021,29-06-2023,29-08-2021
FJI,610498,,451341,1061838,118,68,,50,07-03-2021,29-06-2023,26-09-2021
FJI,628897,,560330,1189227,133,70,,63,07-03-2021,29-06-2023,31-10-2021
FJI,653913,,587839,1241751,139,73,,66,07-03-2021,29-06-2023,28-11-2021
FJI,662852,,609546,1272398,142,74,,68,07-03-2021,29-06-2023,26-12-2021
FJI,665199,,614640,1279839,143,74,,69,07-03-2021,29-06-2023,30-01-2022
FJI,667598,103834,619679,1340097,149,74,12,69,07-03-2021,29-06-2023,27-02-2022
FJI,682207,117239,628175,1427621,159,76,13,70,07-03-2021,29-06-2023,27-03-2022
FJI,687664,123986,632283,1446091,161,77,14,71,07-03-2021,29-06-2023,24-04-2022
FJI,705910,130098,634335,1470344,164,79,15,71,07-03-2021,29-06-2023,29-05-2022
FJI,706618,141572,635319,1483509,165,79,16,71,07-03-2021,29-06-2023,26-06-2022
FJI,707853,154768,636447,1517374,169,79,17,71,07-03-2021,29-06-2023,31-07-2022
FJI,709274,164242,637804,1536464,171,79,18,71,07-03-2021,29-06-2023,28-08-2022
FJI,710199,166805,638744,1542504,172,79,19,71,07-03-2021,29-06-2023,25-09-2022
FJI,710717,168189,639368,1545685,172,79,19,71,07-03-2021,29-06-2023,30-10-2022
FJI,711140,169259,639944,1548466,173,79,19,71,07-03-2021,29-06-2023,27-11-2022
FJI,711568,170334,640536,1551305,173,79,19,71,07-03-2021,29-06-2023,25-12-2022
FJI,711747,170766,640802,1552471,173,79,19,71,07-03-2021,29-06-2023,29-01-2023
FJI,711844,171139,640920,1553248,173,79,19,71,07-03-2021,29-06-2023,26-02-2023
FJI,711967,171697,641097,1554556,173,79,19,72,07-03-2021,29-06-2023,26-03-2023
FJI,712025,172048,641194,1555182,173,79,19,72,07-03-2021,29-06-2023,30-04-2023
TZA,,,33043,34519,,,,,28-07-2021,31-12-2023,25-07-2021
TZA,,,309288,322688,1,,,1,28-07-2021,31-12-2023,29-08-2021
TZA,,,455811,490811,1,,,1,28-07-2021,31-12-2023,26-09-2021
TZA,5513,,965778,1001610,2,,,2,28-07-2021,31-12-2023,31-10-2021
TZA,1061617,,1037687,1544175,3,2,,2,28-07-2021,31-12-2023,28-11-2021
TZA,2140142,,1690878,2537507,4,4,,3,28-07-2021,31-12-2023,26-12-2021
TZA,2762330,,2151920,3630137,6,5,,4,28-07-2021,31-12-2023,30-01-2022
TZA,3339908,,2583296,4625257,8,6,,4,28-07-2021,31-12-2023,27-02-2022
TZA,4755251,,3195880,5519519,9,8,,5,28-07-2021,31-12-2023,27-03-2022
TZA,6483895,,3467885,7164399,12,11,,6,28-07-2021,31-12-2023,24-04-2022
TZA,6483895,,3915900,7967468,13,11,,7,28-07-2021,31-12-2023,29-05-2022
TZA,8321575,,6033745,10683234,18,14,,10,28-07-2021,31-12-2023,26-06-2022
TZA,14803339,,13348361,18291152,31,25,,22,28-07-2021,31-12-2023,31-07-2022
TZA,19454732,,17577579,23532241,39,33,,29,28-07-2021,31-12-2023,28-08-2022
TZA,22473460,,20579945,26876961,45,38,,34,28-07-2021,31-12-2023,25-09-2022
TZA,26651002,,24706829,31311037,52,45,,41,28-07-2021,31-12-2023,30-10-2022
TZA,29350685,,27847611,33557827,56,49,,47,28-07-2021,31-12-2023,27-11-2022
TZA,31966274,,29980124,36828096,62,54,,50,28-07-2021,31-12-2023,25-12-2022
TZA,33167105,,31079451,38119880,64,56,,52,28-07-2021,31-12-2023,29-01-2023
TZA,33935906,,31972007,38911619,65,57,,54,28-07-2021,31-12-2023,26-02-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,26-03-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,30-04-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,28-05-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,25-06-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,30-07-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,27-08-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,24-09-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,29-10-2023
TZA,34434933,,32165791,39392419,66,58,,54,28-07-2021,31-12-2023,26-11-2023
DOM,105697,,,105569,1,1,,,16-02-2021,29-12-2023,28-02-2021
DOM,877023,,84607,961630,9,8,,1,16-02-2021,29-12-2023,28-03-2021
DOM,1106733,,787103,1893836,17,10,,7,16-02-2021,29-12-2023,25-04-2021
DOM,3293146,,1102700,4395846,41,30,,10,16-02-2021,29-12-2023,30-05-2021
DOM,4904079,,2835347,7739426,71,45,,26,16-02-2021,29-12-2023,27-06-2021
DOM,5535414,373375,4197845,10106634,93,51,3,39,16-02-2021,29-12-2023,25-07-2021
DOM,5811939,673990,4652303,11138232,103,54,6,43,16-02-2021,29-12-2023,29-08-2021
DOM,6062973,934761,4901112,11898846,110,56,9,45,16-02-2021,29-12-2023,26-09-2021
DOM,6727209,1224105,5328828,13280142,122,62,11,49,16-02-2021,29-12-2023,31-10-2021
DOM,6869835,1334162,5589916,13793913,127,63,12,52,16-02-2021,29-12-2023,28-11-2021
DOM,6938229,1446024,5699050,14083303,130,64,13,53,16-02-2021,29-12-2023,26-12-2021
DOM,6998394,1914868,5793454,14706717,136,65,18,53,16-02-2021,29-12-2023,30-01-2022
DOM,7114490,2211342,5856454,15182286,140,66,20,54,16-02-2021,29-12-2023,27-02-2022
DOM,7187962,2297594,5929967,15415522,142,66,21,55,16-02-2021,29-12-2023,27-03-2022
DOM,7206875,2326584,5961286,15494745,143,66,21,55,16-02-2021,29-12-2023,24-04-2022
DOM,7220648,2347692,5980999,15549339,143,67,22,55,16-02-2021,29-12-2023,29-05-2022
DOM,7236937,2380507,5998825,15616269,144,67,22,55,16-02-2021,29-12-2023,26-06-2022
DOM,7254289,2413485,6016270,15684045,145,67,22,55,16-02-2021,29-12-2023,31-07-2022
DOM,7270113,2442544,6032900,15745557,145,67,23,56,16-02-2021,29-12-2023,28-08-2022
DOM,7282116,2465398,6046147,15793661,146,67,23,56,16-02-2021,29-12-2023,25-09-2022
DOM,7290011,2485295,6057400,15832706,146,67,23,56,16-02-2021,29-12-2023,30-10-2022
DOM,7296172,2500464,6066293,15862928,146,67,23,56,16-02-2021,29-12-2023,27-11-2022
DOM,7300418,2513891,6071675,15885984,146,67,23,56,16-02-2021,29-12-2023,25-12-2022
DOM,7305508,2525481,6077715,15908704,147,67,23,56,16-02-2021,29-12-2023,29-01-2023
DOM,7310162,2534780,6082916,15927858,147,67,23,56,16-02-2021,29-12-2023,26-02-2023
DOM,7314884,2544110,6088349,15947343,147,67,23,56,16-02-2021,29-12-2023,26-03-2023
DOM,7318654,2550408,6092234,15961296,147,67,24,56,16-02-2021,29-12-2023,30-04-2023
DOM,7322656,2554080,6095572,15972308,147,68,24,56,16-02-2021,29-12-2023,28-05-2023
DOM,7329821,2557664,6099236,15986721,147,68,24,56,16-02-2021,29-12-2023,25-06-2023
DOM,7339698,2561537,6104870,16006105,148,68,24,56,16-02-2021,29-12-2023,30-07-2023
DOM,7350333,2565931,6112552,16028816,148,68,24,56,16-02-2021,29-12-2023,27-08-2023
DOM,7357235,2568935,6120242,16397405,151,68,24,56,16-02-2021,29-12-2023,24-09-2023
DOM,7359842,2570894,6124849,16409169,151,68,24,56,16-02-2021,29-12-2023,29-10-2023
DOM,7360900,2572335,6127268,16417620,151,68,24,56,16-02-2021,29-12-2023,26-11-2023
ABW,4606,,,4606,4,4,,,17-02-2021,29-12-2023,28-02-2021
ABW,16768,,10086,26854,25,16,,9,17-02-2021,29-12-2023,28-03-2021
ABW,53837,,20910,74747,70,50,,20,17-02-2021,29-12-2023,25-04-2021
ABW,62980,,50725,113706,107,59,,48,17-02-2021,29-12-2023,30-05-2021
ABW,67601,,58865,126466,118,63,,55,17-02-2021,29-12-2023,27-06-2021
ABW,72648,,64566,137214,129,68,,60,17-02-2021,29-12-2023,25-07-2021
ABW,78618,,69476,148093,139,74,,65,17-02-2021,29-12-2023,29-08-2021
ABW,81277,,74682,155959,146,76,,70,17-02-2021,29-12-2023,26-09-2021
ABW,82633,,76766,159399,149,77,,72,17-02-2021,29-12-2023,31-10-2021
ABW,83629,,78001,161630,151,78,,73,17-02-2021,29-12-2023,28-11-2021
ABW,84624,,78912,163536,153,79,,74,17-02-2021,29-12-2023,26-12-2021
ABW,86566,,79774,166340,156,81,,75,17-02-2021,29-12-2023,30-01-2022
ABW,87399,,80460,167859,157,82,,75,17-02-2021,29-12-2023,27-02-2022
ABW,87903,,81374,169276,159,82,,76,17-02-2021,29-12-2023,27-03-2022
ABW,88382,,81935,170317,160,83,,77,17-02-2021,29-12-2023,24-04-2022
ABW,88818,,82348,171166,160,83,,77,17-02-2021,29-12-2023,29-05-2022
ABW,89173,,82828,172002,161,84,,78,17-02-2021,29-12-2023,26-06-2022
ABW,89478,,83214,172692,162,84,,78,17-02-2021,29-12-2023,31-07-2022
ABW,89675,,83436,173110,162,84,,78,17-02-2021,29-12-2023,28-08-2022
ABW,89815,,83609,173424,162,84,,78,17-02-2021,29-12-2023,25-09-2022
ABW,89971,,83777,173747,163,84,,78,17-02-2021,29-12-2023,30-10-2022
ABW,90079,,83904,173983,163,84,,79,17-02-2021,29-12-2023,27-11-2022
ABW,90149,,83989,174138,163,84,,79,17-02-2021,29-12-2023,25-12-2022
ABW,90226,,84064,174290,163,85,,79,17-02-2021,29-12-2023,29-01-2023
ABW,90282,35659,84120,216630,203,85,33,79,17-02-2021,29-12-2023,26-02-2023
ABW,90357,35659,84196,216781,203,85,33,79,17-02-2021,29-12-2023,26-03-2023
ABW,90420,35659,84247,216894,203,85,33,79,17-02-2021,29-12-2023,30-04-2023
ABW,90448,35659,84294,216969,203,85,33,79,17-02-2021,29-12-2023,28-05-2023
ABW,90456,35659,84317,217001,203,85,33,79,17-02-2021,29-12-2023,25-06-2023
ABW,90467,35659,84330,217024,203,85,33,79,17-02-2021,29-12-2023,30-07-2023
ABW,90473,35659,84337,217039,203,85,33,79,17-02-2021,29-12-2023,27-08-2023
ABW,90477,35659,84341,217045,203,85,33,79,17-02-2021,29-12-2023,24-09-2023
ABW,90485,35659,84344,217057,203,85,33,79,17-02-2021,29-12-2023,29-10-2023
ABW,90493,35659,84358,217102,203,85,33,79,17-02-2021,29-12-2023,26-11-2023
HRV,2316929,936124,2243681,5299375,131,57,23,55,23-12-2020,23-12-2023,25-09-2022
HRV,2317564,956430,2244272,5360702,132,57,24,55,23-12-2020,23-12-2023,30-10-2022
HRV,2317953,962260,2244612,5371753,132,57,24,55,23-12-2020,23-12-2023,27-11-2022
HRV,2318354,968285,2244964,5383172,133,57,24,55,23-12-2020,23-12-2023,25-12-2022
HRV,2318755,974310,2245315,5394592,133,57,24,55,23-12-2020,23-12-2023,29-01-2023
HRV,2319117,979752,2245633,5404906,133,57,24,55,23-12-2020,23-12-2023,26-02-2023
HRV,2319518,985777,2245985,5416326,133,57,24,55,23-12-2020,23-12-2023,26-03-2023
HRV,2319906,991608,2246325,5427377,134,57,24,55,23-12-2020,23-12-2023,30-04-2023
HRV,2320109,994381,2246514,5432635,134,57,25,55,23-12-2020,23-12-2023,28-05-2023
HRV,2320142,994437,2246551,5432755,134,57,25,55,23-12-2020,23-12-2023,25-06-2023
HRV,2320171,994473,2246579,5432842,134,57,25,55,23-12-2020,23-12-2023,30-07-2023
HRV,2320205,994686,2246606,5433266,134,57,25,55,23-12-2020,23-12-2023,27-08-2023
HRV,2320276,996052,2246621,5435879,134,57,25,55,23-12-2020,23-12-2023,24-09-2023
HRV,2321669,996098,2246622,5435966,134,57,25,55,23-12-2020,23-12-2023,29-10-2023
HRV,2321669,996098,2246622,5435966,134,57,25,55,23-12-2020,23-12-2023,26-11-2023
HRV,64561,,30113,95195,2,2,,1,23-12-2020,23-12-2023,31-01-2021
HRV,142394,,50478,193708,5,4,,1,23-12-2020,01-10-2023,28-02-2021
HRV,373161,,87823,462416,11,9,,2,23-12-2020,23-12-2023,28-03-2021
HRV,685740,,192906,881209,22,17,,5,23-12-2020,23-12-2023,25-04-2021
HRV,1267611,,510872,1793668,44,31,,13,23-12-2020,23-12-2023,30-05-2021
HRV,1478842,,1101174,2599603,64,36,,27,23-12-2020,23-12-2023,27-06-2021
HRV,1630964,,1423872,3061160,75,40,,35,23-12-2020,23-12-2023,25-07-2021
HRV,1712740,,1538014,3256054,80,42,,38,23-12-2020,23-12-2023,29-08-2021
HRV,1816022,,1611983,3432324,85,45,,40,23-12-2020,23-12-2023,26-09-2021
HRV,1907235,,1683141,3594748,89,47,,41,23-12-2020,23-12-2023,31-10-2021
HRV,2184408,,1772162,4157203,102,54,,44,23-12-2020,23-12-2023,28-11-2021
HRV,2256760,,1948879,4711114,116,56,,48,23-12-2020,23-12-2023,26-12-2021
HRV,2293409,117108,2197059,5101530,126,57,3,54,23-12-2020,23-12-2023,30-01-2022
HRV,2305325,858309,2226411,5194142,128,57,21,55,23-12-2020,23-12-2023,27-02-2022
HRV,2309515,877802,2234233,5224700,129,57,22,55,23-12-2020,23-12-2023,27-03-2022
HRV,2311729,890761,2237574,5243101,129,57,22,55,23-12-2020,23-12-2023,24-04-2022
HRV,2313092,897390,2239483,5253370,129,57,22,55,23-12-2020,23-12-2023,29-05-2022
HRV,2314020,900845,2240615,5258918,130,57,22,55,23-12-2020,23-12-2023,26-06-2022
HRV,2314946,905242,2241672,5265773,130,57,22,55,23-12-2020,23-12-2023,31-07-2022
HRV,2315921,910734,2242709,5275239,130,57,22,55,23-12-2020,23-12-2023,28-08-2022
ETH,246834,,,246834,,,,,13-03-2021,31-12-2023,28-03-2021
ETH,1084818,,,1084818,1,1,,,13-03-2021,31-12-2023,25-04-2021
ETH,1813739,,,1813739,2,2,,,13-03-2021,31-12-2023,30-05-2021
ETH,1993550,,9317,2003081,2,2,,,13-03-2021,31-12-2023,27-06-2021
ETH,2022933,,182817,2205750,2,2,,,13-03-2021,31-12-2023,25-07-2021
ETH,2037937,,414013,2451950,2,2,,,13-03-2021,31-12-2023,29-08-2021
ETH,2047358,,1656949,3704307,3,2,,1,13-03-2021,31-12-2023,26-09-2021
ETH,2319896,,2461171,4781068,4,2,,2,13-03-2021,31-12-2023,31-10-2021
ETH,5721743,,3575766,9297509,8,5,,3,13-03-2021,31-12-2023,28-11-2021
ETH,6924861,,3995008,10919868,9,6,,3,13-03-2021,31-12-2023,26-12-2021
ETH,6937777,4155,4033094,10975026,10,6,,4,13-03-2021,31-12-2023,30-01-2022
ETH,9728361,149868,16341046,24364153,21,8,,14,13-03-2021,31-12-2023,27-02-2022
ETH,24567639,344617,21053774,29373478,26,21,,18,13-03-2021,31-12-2023,27-03-2022
ETH,24769870,346411,21291403,29373478,26,22,,19,13-03-2021,31-12-2023,24-04-2022
ETH,24770491,346411,21292024,29419678,26,22,,19,13-03-2021,31-12-2023,29-05-2022
ETH,42739568,2600896,36358770,51074623,44,37,2,32,13-03-2021,31-12-2023,26-06-2022
ETH,43111242,2618598,36707357,52509414,46,37,2,32,13-03-2021,31-12-2023,31-07-2022
ETH,43231703,2629455,36818923,52687390,46,38,2,32,13-03-2021,31-12-2023,28-08-2022
ETH,43348278,2639961,36926891,52859624,46,38,2,32,13-03-2021,31-12-2023,25-09-2022
ETH,43468739,2650818,37038457,53037600,46,38,2,32,13-03-2021,31-12-2023,30-10-2022
ETH,43585314,2661325,37146425,53209834,46,38,2,32,13-03-2021,31-12-2023,27-11-2022
ETH,43705775,2672182,37257991,53387810,46,38,2,32,13-03-2021,31-12-2023,25-12-2022
ETH,43806349,2699999,37355477,53555727,47,38,2,32,13-03-2021,31-12-2023,29-01-2023
ETH,43853284,2762571,37412443,53685187,47,38,2,33,13-03-2021,31-12-2023,26-02-2023
ETH,43917926,2824803,37485888,53833550,47,38,2,33,13-03-2021,31-12-2023,26-03-2023
ETH,44044283,2849577,37609177,54002452,47,38,2,33,13-03-2021,31-12-2023,30-04-2023
ETH,52489512,5978070,43653006,68856793,60,46,5,38,13-03-2021,31-12-2023,28-05-2023
ETH,52489512,5978070,43653006,68856793,60,46,5,38,13-03-2021,31-12-2023,25-06-2023
ETH,52489512,5978070,43653006,68856793,60,46,5,38,13-03-2021,31-12-2023,30-07-2023
ETH,52489512,5978070,43653006,68856793,60,46,5,38,13-03-2021,31-12-2023,27-08-2023
ETH,52489512,5978070,43653006,68856793,60,46,5,38,13-03-2021,31-12-2023,24-09-2023
ETH,52489512,5978070,43653006,68856793,60,46,5,38,13-03-2021,31-12-2023,29-10-2023
ETH,52489512,5978070,43653006,68856793,60,46,5,38,13-03-2021,31-12-2023,26-11-2023
TGO,,,,48614,1,,,,10-03-2021,31-12-2023,28-03-2021
TGO,178913,,,180990,2,2,,,10-03-2021,31-12-2023,25-04-2021
TGO,270784,,40218,311938,4,3,,,10-03-2021,31-12-2023,30-05-2021
TGO,270784,,71502,347246,4,3,,1,10-03-2021,31-12-2023,27-06-2021
TGO,314816,,152247,467063,6,4,,2,10-03-2021,31-12-2023,25-07-2021
TGO,392191,,214972,607163,7,5,,3,10-03-2021,31-12-2023,29-08-2021
TGO,702846,,404533,1107380,13,8,,5,10-03-2021,31-12-2023,26-09-2021
TGO,935474,,450699,1386173,17,11,,5,10-03-2021,31-12-2023,31-10-2021
TGO,1202740,,614260,1817000,22,15,,7,10-03-2021,31-12-2023,28-11-2021
TGO,1391738,1009,1020872,2413619,29,17,,12,10-03-2021,31-12-2023,26-12-2021
TGO,1447351,28116,1092066,2567533,31,17,,13,10-03-2021,31-12-2023,30-01-2022
TGO,1536679,38212,1138780,2713670,33,19,,14,10-03-2021,31-12-2023,27-02-2022
TGO,1766754,40962,1193958,2824307,34,21,,14,10-03-2021,31-12-2023,27-03-2022
TGO,2037429,40962,1247853,2924404,35,25,,15,10-03-2021,31-12-2023,24-04-2022
TGO,2088474,66745,1303544,3027838,37,25,1,16,10-03-2021,31-12-2023,29-05-2022
TGO,2109053,97087,1357439,3127935,38,25,1,16,10-03-2021,31-12-2023,26-06-2022
TGO,2148160,125668,1419335,3239815,39,26,2,17,10-03-2021,31-12-2023,31-07-2022
TGO,2160276,131331,1431727,3276696,40,26,2,17,10-03-2021,31-12-2023,28-08-2022
TGO,2168030,134455,1439232,3292873,40,26,2,17,10-03-2021,31-12-2023,25-09-2022
TGO,2232966,159480,1451804,3381771,41,27,2,18,10-03-2021,31-12-2023,30-10-2022
TGO,2241727,427804,1456018,3394710,41,27,5,18,10-03-2021,31-12-2023,27-11-2022
TGO,2242455,427804,1456018,3398304,41,27,5,18,10-03-2021,31-12-2023,25-12-2022
TGO,2244456,427804,1554066,3398768,41,27,5,19,10-03-2021,31-12-2023,29-01-2023
TGO,2244456,427804,1554066,3399333,41,27,5,19,10-03-2021,31-12-2023,26-02-2023
TGO,2246126,427804,1554066,3401666,41,27,5,19,10-03-2021,31-12-2023,26-03-2023
TGO,2247334,427804,1554066,3403942,41,27,5,19,10-03-2021,31-12-2023,30-04-2023
TGO,2248264,427804,1554066,3405967,41,27,5,19,10-03-2021,31-12-2023,28-05-2023
TGO,2248264,427804,1554066,3406709,41,27,5,19,10-03-2021,31-12-2023,25-06-2023
TGO,2248907,427804,1554066,3408239,41,27,5,19,10-03-2021,31-12-2023,30-07-2023
TGO,2251399,427804,1554066,3411965,41,27,5,19,10-03-2021,31-12-2023,27-08-2023
TGO,2253021,427804,1554066,3416132,41,27,5,19,10-03-2021,31-12-2023,24-09-2023
TGO,2254607,427804,1554066,3420502,41,27,5,19,10-03-2021,31-12-2023,29-10-2023
TGO,2255579,427804,1554066,3423181,41,27,5,19,10-03-2021,31-12-2023,26-11-2023
SWZ,,,,10696,1,,,,19-03-2021,31-12-2023,28-03-2021
SWZ,34897,,,34897,3,3,,,19-03-2021,31-12-2023,25-04-2021
SWZ,34897,,,34897,3,3,,,19-03-2021,31-12-2023,30-05-2021
SWZ,35613,,3178,35613,3,3,,,19-03-2021,31-12-2023,27-06-2021
SWZ,38388,,30626,69196,6,3,,3,19-03-2021,31-12-2023,25-07-2021
SWZ,169512,,159745,198036,17,15,,14,19-03-2021,31-12-2023,29-08-2021
SWZ,218389,,211268,249855,22,19,,18,19-03-2021,31-12-2023,26-09-2021
SWZ,245125,,237139,277730,24,21,,20,19-03-2021,31-12-2023,31-10-2021
SWZ,284277,,269904,320608,28,25,,23,19-03-2021,31-12-2023,28-11-2021
SWZ,334408,,301774,401995,35,29,,26,19-03-2021,31-12-2023,26-12-2021
SWZ,373411,38851,334176,473851,41,32,3,29,19-03-2021,31-12-2023,30-01-2022
SWZ,382317,51150,336066,496402,43,33,4,29,19-03-2021,31-12-2023,27-02-2022
SWZ,386707,66331,336066,519626,45,33,6,29,19-03-2021,31-12-2023,27-03-2022
SWZ,387468,66331,336066,535393,46,33,6,29,19-03-2021,31-12-2023,24-04-2022
SWZ,387468,66331,336066,535393,46,33,6,29,19-03-2021,31-12-2023,29-05-2022
SWZ,410506,66331,342088,684176,59,35,6,29,19-03-2021,31-12-2023,26-06-2022
SWZ,410506,66331,342088,734053,63,35,6,29,19-03-2021,31-12-2023,31-07-2022
SWZ,468512,124064,392919,768603,66,40,11,34,19-03-2021,31-12-2023,28-08-2022
SWZ,493292,147518,413251,773579,67,43,13,36,19-03-2021,31-12-2023,25-09-2022
SWZ,499445,147518,413251,773579,67,43,13,36,19-03-2021,31-12-2023,30-10-2022
SWZ,505399,147518,413251,773579,67,44,13,36,19-03-2021,31-12-2023,27-11-2022
SWZ,507582,153527,413251,800559,69,44,13,36,19-03-2021,31-12-2023,25-12-2022
SWZ,507582,158034,413251,826960,71,44,14,36,19-03-2021,31-12-2023,29-01-2023
SWZ,511632,164902,417484,834355,72,44,14,36,19-03-2021,31-12-2023,26-02-2023
SWZ,511632,168917,420550,844912,73,44,15,36,19-03-2021,31-12-2023,26-03-2023
SWZ,526050,171927,422287,852602,73,45,15,36,19-03-2021,31-12-2023,30-04-2023
SWZ,526050,178872,426993,870205,75,45,15,37,19-03-2021,31-12-2023,28-05-2023
SWZ,526050,179450,427335,870205,75,45,15,37,19-03-2021,31-12-2023,25-06-2023
SWZ,526050,179450,427335,870205,75,45,15,37,19-03-2021,31-12-2023,30-07-2023
SWZ,526050,179450,427335,870205,75,45,15,37,19-03-2021,31-12-2023,27-08-2023
SWZ,526050,179450,427335,870205,75,45,15,37,19-03-2021,31-12-2023,24-09-2023
SWZ,526050,179450,427335,870205,75,45,15,37,19-03-2021,31-12-2023,29-10-2023
SWZ,526050,179450,427335,870205,75,45,15,37,19-03-2021,31-12-2023,26-11-2023
GIN,,,,61232,,,,,05-03-2021,31-12-2023,28-03-2021
GIN,93142,,45557,138700,1,1,,,05-03-2021,31-12-2023,25-04-2021
GIN,252098,,87079,339177,3,2,,1,05-03-2021,31-12-2023,30-05-2021
GIN,389971,,158341,548312,4,3,,1,05-03-2021,31-12-2023,27-06-2021
GIN,543924,,319393,863318,7,4,,2,05-03-2021,31-12-2023,25-07-2021
GIN,794861,,384108,1178969,9,6,,3,05-03-2021,31-12-2023,29-08-2021
GIN,1208906,,564029,1772935,14,9,,4,05-03-2021,31-12-2023,26-09-2021
GIN,1509243,,806108,2315351,18,11,,6,05-03-2021,31-12-2023,31-10-2021
GIN,1662839,,910835,2573674,20,13,,7,05-03-2021,31-12-2023,28-11-2021
GIN,1923529,,1119878,3043407,23,15,,9,05-03-2021,31-12-2023,26-12-2021
GIN,2487044,,1570550,4062176,31,19,,12,05-03-2021,31-12-2023,30-01-2022
GIN,2960224,,1967156,4927380,38,23,,15,05-03-2021,31-12-2023,27-02-2022
GIN,3839794,,2490717,6011592,46,29,,19,05-03-2021,31-12-2023,27-03-2022
GIN,4474429,,2510322,6111743,47,34,,19,05-03-2021,31-12-2023,24-04-2022
GIN,4477740,,2511039,6127699,47,34,,19,05-03-2021,31-12-2023,29-05-2022
GIN,4477740,,2511039,6134321,47,34,,19,05-03-2021,31-12-2023,26-06-2022
GIN,4489455,14544,2532014,6299160,48,34,,19,05-03-2021,31-12-2023,31-07-2022
GIN,4843838,125058,2723990,6991801,53,37,1,21,05-03-2021,31-12-2023,28-08-2022
GIN,5178976,190662,2947004,7562750,58,39,1,22,05-03-2021,31-12-2023,25-09-2022
GIN,5552525,204813,3093989,8039906,61,42,2,24,05-03-2021,31-12-2023,30-10-2022
GIN,6047648,221771,3277027,8692030,66,46,2,25,05-03-2021,31-12-2023,27-11-2022
GIN,6497718,247020,3722922,8749048,67,49,2,28,05-03-2021,31-12-2023,25-12-2022
GIN,6968948,273478,4215692,8749048,67,53,2,32,05-03-2021,31-12-2023,29-01-2023
GIN,7663666,301303,4710788,10627128,81,58,2,36,05-03-2021,31-12-2023,26-02-2023
GIN,7679525,302536,4725732,10644840,81,58,2,36,05-03-2021,31-12-2023,26-03-2023
GIN,7845634,322198,4906463,10869923,83,60,2,37,05-03-2021,31-12-2023,30-04-2023
GIN,8029105,343957,5106282,11118680,85,61,3,39,05-03-2021,31-12-2023,28-05-2023
GIN,8206657,365014,5299655,11359412,86,62,3,40,05-03-2021,31-12-2023,25-06-2023
GIN,8390128,386773,5499473,11608169,88,64,3,42,05-03-2021,31-12-2023,30-07-2023
GIN,8573599,408532,5699292,11856925,90,65,3,43,05-03-2021,31-12-2023,27-08-2023
GIN,8715641,425378,5853990,12049511,92,66,3,45,05-03-2021,31-12-2023,24-09-2023
