COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
BTN,187866,,,187866,24,24,,,27-03-2021,30-10-2022,28-03-2021
BTN,480836,,,480836,62,62,,,27-03-2021,30-10-2022,25-04-2021
BTN,483092,,,483092,63,63,,,27-03-2021,30-10-2022,30-05-2021
BTN,484797,,490,485619,63,63,,,27-03-2021,30-10-2022,27-06-2021
BTN,530103,,470465,1000568,130,69,,61,27-03-2021,30-10-2022,25-07-2021
BTN,567148,,477951,1045100,135,74,,62,27-03-2021,30-10-2022,29-08-2021
BTN,584818,,497517,1082335,140,76,,64,27-03-2021,30-10-2022,26-09-2021
BTN,588307,,559839,1148146,149,76,,73,27-03-2021,30-10-2022,31-10-2021
BTN,589291,,564417,1153709,150,76,,73,27-03-2021,30-10-2022,28-11-2021
BTN,591944,,568191,1160134,150,77,,74,27-03-2021,30-10-2022,26-12-2021
BTN,594009,274060,570814,1438884,186,77,36,74,27-03-2021,30-10-2022,30-01-2022
BTN,599054,424517,574887,1598457,207,78,55,75,27-03-2021,30-10-2022,27-02-2022
BTN,689418,530095,582157,1801669,233,89,69,75,27-03-2021,30-10-2022,27-03-2022
BTN,692549,542552,671505,1906606,247,90,70,87,27-03-2021,30-10-2022,24-04-2022
BTN,692803,543968,672262,1909033,247,90,70,87,27-03-2021,30-10-2022,29-05-2022
BTN,692996,545280,672722,1910998,248,90,71,87,27-03-2021,30-10-2022,26-06-2022
BTN,694208,549912,673485,1917605,249,90,71,87,27-03-2021,30-10-2022,31-07-2022
BTN,695683,556971,674855,1927509,250,90,72,87,27-03-2021,30-10-2022,28-08-2022
BTN,698096,621051,676991,1996138,259,90,80,88,27-03-2021,30-10-2022,25-09-2022
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,30-10-2022
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,27-11-2022
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,25-12-2022
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,29-01-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,26-02-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,26-03-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,30-04-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,28-05-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,25-06-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,30-07-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,27-08-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,24-09-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,29-10-2023
BTN,699116,634641,677669,2011426,261,91,82,88,27-03-2021,30-10-2022,26-11-2023
NAM,496475,64392,426681,825518,32,20,3,17,19-03-2021,31-12-2023,29-05-2022
NAM,501862,69648,431660,838263,33,20,3,17,19-03-2021,31-12-2023,26-06-2022
NAM,556375,82629,482539,903935,36,22,3,19,19-03-2021,31-12-2023,31-07-2022
NAM,583889,136928,510333,943372,37,23,5,20,19-03-2021,31-12-2023,28-08-2022
NAM,592168,159210,515304,956345,38,23,6,20,19-03-2021,31-12-2023,25-09-2022
NAM,596431,159381,519541,963100,38,23,6,20,19-03-2021,31-12-2023,30-10-2022
NAM,599942,181190,522979,968359,38,24,7,21,19-03-2021,31-12-2023,27-11-2022
NAM,604359,220960,527634,974979,38,24,9,21,19-03-2021,31-12-2023,25-12-2022
NAM,607153,260730,530286,978652,39,24,10,21,19-03-2021,31-12-2023,29-01-2023
NAM,609788,294111,532641,981899,39,24,12,21,19-03-2021,31-12-2023,26-02-2023
NAM,614026,294832,536587,987241,39,24,12,21,19-03-2021,31-12-2023,26-03-2023
NAM,615707,298376,538196,989412,39,24,12,21,19-03-2021,31-12-2023,30-04-2023
NAM,617642,298560,540073,991860,39,24,12,21,19-03-2021,31-12-2023,28-05-2023
NAM,621048,298560,543255,996057,39,24,12,21,19-03-2021,31-12-2023,25-06-2023
NAM,627163,298560,548551,1002802,39,25,12,22,19-03-2021,31-12-2023,30-07-2023
NAM,628910,298560,550143,1004904,40,25,12,22,19-03-2021,31-12-2023,27-08-2023
NAM,629559,298560,550745,1005730,40,25,12,22,19-03-2021,31-12-2023,24-09-2023
NAM,629717,298560,550921,1005871,40,25,12,22,19-03-2021,31-12-2023,29-10-2023
NAM,629767,298560,550978,1005937,40,25,12,22,19-03-2021,31-12-2023,26-11-2023
NAM,,,,1060,,,,,19-03-2021,31-12-2023,28-03-2021
NAM,14069,,991,15060,1,1,,,19-03-2021,31-12-2023,25-04-2021
NAM,67706,,8872,76578,3,3,,,19-03-2021,31-12-2023,30-05-2021
NAM,107979,,20905,128884,5,4,,1,19-03-2021,31-12-2023,27-06-2021
NAM,144887,,41219,186105,7,6,,2,19-03-2021,31-12-2023,25-07-2021
NAM,211042,,112114,297066,12,8,,4,19-03-2021,31-12-2023,29-08-2021
NAM,258344,,182348,404010,16,10,,7,19-03-2021,31-12-2023,26-09-2021
NAM,329491,,262459,519433,20,13,,10,19-03-2021,31-12-2023,31-10-2021
NAM,371799,,312392,596748,23,15,,12,19-03-2021,31-12-2023,28-11-2021
NAM,404079,5355,342765,642284,25,16,,13,19-03-2021,31-12-2023,26-12-2021
NAM,421672,15722,359363,677930,27,17,1,14,19-03-2021,31-12-2023,30-01-2022
NAM,441554,23050,374863,710854,28,17,1,15,19-03-2021,31-12-2023,27-02-2022
NAM,450833,39018,386233,747307,29,18,2,15,19-03-2021,31-12-2023,27-03-2022
NAM,453540,50937,395625,777686,31,18,2,16,19-03-2021,31-12-2023,24-04-2022
IRN,65118357,31184614,58518352,154821323,184,78,37,70,09-02-2021,26-11-2023,25-12-2022
IRN,65151759,31326849,58536828,155015879,185,78,37,70,09-02-2021,26-11-2023,29-01-2023
IRN,65162131,31352288,58547058,155082658,185,78,37,70,09-02-2021,26-11-2023,26-02-2023
IRN,65170273,31352288,58555931,155156592,185,78,37,70,09-02-2021,26-11-2023,26-03-2023
IRN,65175379,31352288,58561209,155363678,185,78,37,70,09-02-2021,26-11-2023,30-04-2023
IRN,65180639,31352288,58566392,155386896,185,78,37,70,09-02-2021,26-11-2023,28-05-2023
IRN,65190892,31352288,58576442,155428287,185,78,37,70,09-02-2021,26-11-2023,25-06-2023
IRN,65193921,31352288,58580179,155439803,185,78,37,70,09-02-2021,26-11-2023,30-07-2023
IRN,65195731,31352288,58583035,155448280,185,78,37,70,09-02-2021,26-11-2023,27-08-2023
IRN,65197145,31352288,58583804,155452927,185,78,37,70,09-02-2021,26-11-2023,24-09-2023
IRN,65198606,31352288,58584598,155457729,185,78,37,70,09-02-2021,26-11-2023,29-10-2023
IRN,65199831,31352288,58585264,155461757,185,78,37,70,09-02-2021,26-11-2023,26-11-2023
IRN,19484,,,19484,,,,,09-02-2021,26-11-2023,28-02-2021
IRN,207380,,32821,240201,,,,,09-02-2021,26-11-2023,28-03-2021
IRN,744258,,184594,928852,1,1,,,09-02-2021,26-11-2023,25-04-2021
IRN,3327144,,520472,3774610,4,4,,1,09-02-2021,26-11-2023,30-05-2021
IRN,4099292,,1676637,5775929,7,5,,2,09-02-2021,26-11-2023,27-06-2021
IRN,9080491,,2674112,11754603,14,11,,3,09-02-2021,26-11-2023,25-07-2021
IRN,18551964,,8389296,26941260,32,22,,10,09-02-2021,26-11-2023,29-08-2021
IRN,37856266,,16003103,53859369,64,45,,19,09-02-2021,26-11-2023,26-09-2021
IRN,52320544,73391,33652811,86056650,102,62,,40,09-02-2021,26-11-2023,31-10-2021
IRN,57385036,873983,46522058,104781077,125,68,1,55,09-02-2021,26-11-2023,28-11-2021
IRN,59700219,6797944,51659423,118157586,141,71,8,62,09-02-2021,26-11-2023,26-12-2021
IRN,60727646,16674976,54070339,130950068,156,72,20,64,09-02-2021,26-11-2023,30-01-2022
IRN,62783357,22608669,55452452,140844478,168,75,27,66,09-02-2021,26-11-2023,27-02-2022
IRN,63849923,25479564,56770480,145265161,173,76,30,68,09-02-2021,26-11-2023,27-03-2022
IRN,64300192,26454283,57516586,148271061,177,77,31,68,09-02-2021,26-11-2023,24-04-2022
IRN,64509446,27058182,57819762,149387390,178,77,32,69,09-02-2021,26-11-2023,29-05-2022
IRN,64618326,27457192,57969860,150045378,179,77,33,69,09-02-2021,26-11-2023,26-06-2022
IRN,64791821,29729267,58161010,152682098,182,77,35,69,09-02-2021,26-11-2023,31-07-2022
IRN,64954336,30506652,58329805,153790793,183,77,36,69,09-02-2021,26-11-2023,28-08-2022
IRN,65054049,30980267,58443777,154478094,184,77,37,70,09-02-2021,26-11-2023,25-09-2022
IRN,65065391,31071677,58466047,154632719,184,77,37,70,09-02-2021,26-11-2023,30-10-2022
IRN,65104494,31126644,58503656,154734795,184,78,37,70,09-02-2021,26-11-2023,27-11-2022
KEN,14290429,1782416,10919429,23279496,43,27,3,20,05-03-2021,31-12-2023,29-01-2023
KEN,14355039,1914257,10978415,23443122,44,27,4,20,05-03-2021,31-12-2023,26-02-2023
KEN,14485928,1995401,11083651,23731806,44,27,4,21,05-03-2021,31-12-2023,26-03-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,30-04-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,28-05-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,25-06-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,30-07-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,27-08-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,24-09-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,29-10-2023
KEN,14494372,2000636,11090440,23750431,44,27,4,21,05-03-2021,31-12-2023,26-11-2023
KEN,,,,145831,,,,,05-03-2021,31-12-2023,28-03-2021
KEN,850802,,,851329,2,2,,,05-03-2021,31-12-2023,25-04-2021
KEN,969114,,,969561,2,2,,,05-03-2021,31-12-2023,30-05-2021
KEN,1001287,,261688,1262975,2,2,,,05-03-2021,31-12-2023,27-06-2021
KEN,1060106,,651129,1711235,3,2,,1,05-03-2021,31-12-2023,25-07-2021
KEN,1964731,,804410,2769141,5,4,,1,05-03-2021,31-12-2023,29-08-2021
KEN,2871694,,914883,3786577,7,5,,2,05-03-2021,31-12-2023,26-09-2021
KEN,3696159,,1654749,5350908,10,7,,3,05-03-2021,31-12-2023,31-10-2021
KEN,4415765,,2759827,7175590,13,8,,5,05-03-2021,31-12-2023,28-11-2021
KEN,5803503,,4134394,9937897,18,11,,8,05-03-2021,31-12-2023,26-12-2021
KEN,6555773,151631,5595498,12380289,23,12,,10,05-03-2021,31-12-2023,30-01-2022
KEN,7814607,253131,7593926,16645326,31,15,,14,05-03-2021,31-12-2023,27-02-2022
KEN,10434601,277162,8285766,17586951,33,19,1,15,05-03-2021,31-12-2023,27-03-2022
KEN,12506459,296368,9077552,17866864,33,23,1,17,05-03-2021,31-12-2023,24-04-2022
KEN,12566538,329368,9210393,18344413,34,23,1,17,05-03-2021,31-12-2023,29-05-2022
KEN,12641679,376018,9326814,18535975,34,24,1,17,05-03-2021,31-12-2023,26-06-2022
KEN,12641679,774056,9342567,19898701,37,24,1,17,05-03-2021,31-12-2023,31-07-2022
KEN,13226303,1426924,9805314,21052266,39,25,3,18,05-03-2021,31-12-2023,28-08-2022
KEN,13664388,1568659,10210524,21663627,40,25,3,19,05-03-2021,31-12-2023,25-09-2022
KEN,13974063,1571096,10570044,22469753,42,26,3,20,05-03-2021,31-12-2023,30-10-2022
KEN,14142134,1676853,10754127,22876315,43,26,3,20,05-03-2021,31-12-2023,27-11-2022
KEN,14230022,1771519,10850961,23102857,43,26,3,20,05-03-2021,31-12-2023,25-12-2022
GRL,,,,,,,,,,,25-06-2023
GRL,,,,,,,,,,,30-07-2023
GRL,,,,,,,,,,,27-08-2023
GRL,,,,,,,,,,,24-09-2023
GRL,,,,,,,,,,,29-10-2023
GRL,,,,,,,,,,,26-11-2023
GRL,,,,,,,,,,,25-07-2021
GRL,,,,,,,,,,,29-08-2021
GRL,,,,,,,,,,,26-09-2021
GRL,,,,,,,,,,,31-10-2021
GRL,,,,,,,,,,,28-11-2021
GRL,,,,,,,,,,,26-12-2021
GRL,,,,,,,,,,,30-01-2022
GRL,,,,,,,,,,,27-02-2022
GRL,,,,,,,,,,,27-03-2022
GRL,,,,,,,,,,,24-04-2022
GRL,,,,,,,,,,,29-05-2022
GRL,,,,,,,,,,,26-06-2022
GRL,,,,,,,,,,,31-07-2022
GRL,,,,,,,,,,,28-08-2022
GRL,,,,,,,,,,,25-09-2022
GRL,,,,,,,,,,,30-10-2022
GRL,,,,,,,,,,,27-11-2022
GRL,,,,,,,,,,,25-12-2022
GRL,,,,,,,,,,,29-01-2023
GRL,,,,,,,,,,,26-02-2023
GRL,,,,,,,,,,,26-03-2023
GRL,,,,,,,,,,,30-04-2023
GRL,,,,,,,,,,,28-05-2023
COM,341302,,301218,642320,74,39,,35,10-04-2021,31-12-2023,29-05-2022
COM,409094,,362030,642320,74,47,,42,10-04-2021,31-12-2023,26-06-2022
COM,423255,,382032,804403,93,49,,44,10-04-2021,31-12-2023,31-07-2022
COM,430916,,389437,819469,94,50,,45,10-04-2021,31-12-2023,28-08-2022
COM,438331,,396602,834049,96,50,,46,10-04-2021,31-12-2023,25-09-2022
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,30-10-2022
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,27-11-2022
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,25-12-2022
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,29-01-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,26-02-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,26-03-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,30-04-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,28-05-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,25-06-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,30-07-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,27-08-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,24-09-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,29-10-2023
COM,438825,,397080,835021,96,50,,46,10-04-2021,31-12-2023,26-11-2023
COM,40863,,,40863,5,5,,,10-04-2021,31-12-2023,25-04-2021
COM,43140,,40767,83907,10,5,,5,10-04-2021,31-12-2023,30-05-2021
COM,43140,,41220,86223,10,5,,5,10-04-2021,31-12-2023,27-06-2021
COM,107460,,41220,148766,17,12,,5,10-04-2021,31-12-2023,25-07-2021
COM,175038,,102389,277419,32,20,,12,10-04-2021,31-12-2023,29-08-2021
COM,190637,,162098,352635,41,22,,19,10-04-2021,31-12-2023,26-09-2021
COM,267937,,175711,443648,51,31,,20,10-04-2021,31-12-2023,31-10-2021
COM,281946,,241310,523256,60,32,,28,10-04-2021,31-12-2023,28-11-2021
COM,335408,,246139,581547,67,39,,28,10-04-2021,31-12-2023,26-12-2021
COM,341102,,276878,617980,71,39,,32,10-04-2021,31-12-2023,30-01-2022
COM,341102,,301218,637961,73,39,,35,10-04-2021,31-12-2023,27-02-2022
COM,341161,,301218,639243,74,39,,35,10-04-2021,31-12-2023,27-03-2022
COM,341302,,301218,642320,74,39,,35,10-04-2021,31-12-2023,24-04-2022
MOZ,,,,70000,,,,,08-03-2021,31-12-2023,28-03-2021
MOZ,81025,,60615,141640,,,,,08-03-2021,31-12-2023,25-04-2021
MOZ,319511,,75882,394312,1,1,,,08-03-2021,31-12-2023,30-05-2021
MOZ,345383,,112446,458325,1,1,,,08-03-2021,31-12-2023,27-06-2021
MOZ,385928,,319947,705875,2,1,,1,08-03-2021,31-12-2023,25-07-2021
MOZ,1643520,,709500,2344148,7,5,,2,08-03-2021,31-12-2023,29-08-2021
MOZ,1903730,,1740693,3644423,12,6,,6,08-03-2021,31-12-2023,26-09-2021
MOZ,3667470,,2203587,5871057,19,12,,7,08-03-2021,31-12-2023,31-10-2021
MOZ,6497486,,3827446,10324932,33,21,,12,08-03-2021,31-12-2023,28-11-2021
MOZ,8870670,,6412227,15282897,49,28,,21,08-03-2021,31-12-2023,26-12-2021
MOZ,10759191,6668,9022900,17218902,55,34,,29,08-03-2021,31-12-2023,30-01-2022
MOZ,12643046,163019,11078425,17468559,56,40,1,35,08-03-2021,31-12-2023,27-02-2022
MOZ,13266003,301718,11954209,17744964,57,42,1,38,08-03-2021,31-12-2023,27-03-2022
MOZ,13286489,335314,12192352,18012454,58,43,1,39,08-03-2021,31-12-2023,24-04-2022
MOZ,13307659,353032,12438434,18288859,59,43,1,40,08-03-2021,31-12-2023,29-05-2022
MOZ,13328145,407454,12676578,18556348,59,43,1,41,08-03-2021,31-12-2023,26-06-2022
MOZ,13392582,449873,12788598,18635230,60,43,1,41,08-03-2021,31-12-2023,31-07-2022
MOZ,13450178,598255,12843476,18805588,60,43,2,41,08-03-2021,31-12-2023,28-08-2022
MOZ,13502402,679719,13006807,19250575,62,43,2,42,08-03-2021,31-12-2023,25-09-2022
MOZ,18574941,730177,13573329,19438671,62,59,2,43,08-03-2021,31-12-2023,30-10-2022
MOZ,18574941,949227,17893335,24190288,77,59,3,57,08-03-2021,31-12-2023,27-11-2022
MOZ,18608959,1007428,18454381,29140427,93,60,3,59,08-03-2021,31-12-2023,25-12-2022
MOZ,18641681,1088651,18467174,29457535,94,60,3,59,08-03-2021,31-12-2023,29-01-2023
MOZ,18644432,1160443,18470245,29457535,94,60,4,59,08-03-2021,31-12-2023,26-02-2023
MOZ,18647477,1239926,18473646,29457535,94,60,4,59,08-03-2021,31-12-2023,26-03-2023
MOZ,20525412,1262430,20078374,30553965,98,66,4,64,08-03-2021,31-12-2023,30-04-2023
MOZ,22869646,1269580,21328628,34942026,112,73,4,68,08-03-2021,31-12-2023,28-05-2023
MOZ,22869646,2323562,21329745,34950563,112,73,7,68,08-03-2021,31-12-2023,25-06-2023
MOZ,22869646,2323562,21329745,34950858,112,73,7,68,08-03-2021,31-12-2023,30-07-2023
MOZ,22869646,2323562,21329745,34950858,112,73,7,68,08-03-2021,31-12-2023,27-08-2023
MOZ,22869646,2323562,21329745,34950858,112,73,7,68,08-03-2021,31-12-2023,24-09-2023
MOZ,22869646,2323562,21329745,34950858,112,73,7,68,08-03-2021,31-12-2023,29-10-2023
MOZ,22869646,2323562,21329745,34950858,112,73,7,68,08-03-2021,31-12-2023,26-11-2023
VNM,90497674,57813559,85863398,265984789,273,93,59,88,08-03-2021,30-06-2023,26-03-2023
VNM,90497674,57911410,85922184,266233069,274,93,59,88,08-03-2021,30-06-2023,30-04-2023
VNM,90497674,57950709,85952717,266417541,274,93,60,88,08-03-2021,30-06-2023,28-05-2023
VNM,90497674,57975220,85961564,266492149,274,93,60,88,08-03-2021,30-06-2023,25-06-2023
VNM,90497674,57975220,85961564,266492149,274,93,60,88,08-03-2021,30-06-2023,30-07-2023
VNM,90497674,57975220,85961564,266492149,274,93,60,88,08-03-2021,30-06-2023,27-08-2023
VNM,90497674,57975220,85961564,266492149,274,93,60,88,08-03-2021,30-06-2023,24-09-2023
VNM,90497674,57975220,85961564,266492149,274,93,60,88,08-03-2021,30-06-2023,29-10-2023
VNM,90497674,57975220,85961564,266492149,274,93,60,88,08-03-2021,30-06-2023,26-11-2023
VNM,49779,,,49779,,,,,08-03-2021,30-06-2023,28-03-2021
VNM,509855,,9407,519262,1,1,,,08-03-2021,30-06-2023,25-04-2021
VNM,1089019,,29824,1118843,1,1,,,08-03-2021,30-06-2023,30-05-2021
VNM,3371866,,194442,3566308,4,3,,,08-03-2021,30-06-2023,27-06-2021
VNM,5306010,,585491,5891501,6,5,,1,08-03-2021,30-06-2023,25-07-2021
VNM,17402713,,2699306,20102018,21,18,,3,08-03-2021,30-06-2023,29-08-2021
VNM,32564679,,9452871,42017550,43,33,,10,08-03-2021,30-06-2023,26-09-2021
VNM,57197461,,24905544,82103005,84,59,,26,08-03-2021,30-06-2023,31-10-2021
VNM,71646410,,51558782,123205192,127,74,,53,08-03-2021,30-06-2023,28-11-2021
VNM,77639964,,68734892,151908007,156,80,,71,08-03-2021,30-06-2023,26-12-2021
VNM,79052450,16427960,74099686,181015838,186,81,17,76,08-03-2021,30-06-2023,30-01-2022
VNM,79518291,24493308,75539087,194839847,200,82,25,78,08-03-2021,30-06-2023,27-02-2022
VNM,80049781,33432786,76431188,206338189,212,82,34,79,08-03-2021,30-06-2023,27-03-2022
VNM,81826382,39020379,77105066,214766482,221,84,40,79,08-03-2021,30-06-2023,24-04-2022
VNM,84454220,42302024,77723582,221310369,227,87,43,80,08-03-2021,30-06-2023,29-05-2022
VNM,86438964,45905168,79702514,232676319,239,89,47,82,08-03-2021,30-06-2023,26-06-2022
VNM,88265624,51008465,81774002,246029665,253,91,52,84,08-03-2021,30-06-2023,31-07-2022
VNM,89592602,54649139,83618196,257069555,264,92,56,86,08-03-2021,30-06-2023,28-08-2022
VNM,90030404,55842735,84357771,260176417,267,92,57,87,08-03-2021,30-06-2023,25-09-2022
VNM,90065751,56643525,84459442,261974344,269,93,58,87,08-03-2021,30-06-2023,30-10-2022
VNM,90335569,57333603,85199977,264521964,272,93,59,88,08-03-2021,30-06-2023,27-11-2022
VNM,90444411,57449171,85810677,265479813,273,93,59,88,08-03-2021,30-06-2023,25-12-2022
VNM,90457071,57723558,85849064,265741904,273,93,59,88,08-03-2021,30-06-2023,29-01-2023
VNM,90480173,57770038,85849819,265850330,273,93,59,88,08-03-2021,30-06-2023,26-02-2023
IND,1001420003,28062516,859632636,1889115155,137,73,2,62,16-01-2021,23-11-2023,24-04-2022
IND,1009858556,51920673,890369719,1952148948,141,73,4,65,16-01-2021,23-11-2023,29-05-2022
IND,1014861661,56360483,915184798,1975702422,143,74,4,66,16-01-2021,23-11-2023,26-06-2022
IND,1019713965,89828122,932814589,2042356676,148,74,7,68,16-01-2021,23-11-2023,31-07-2022
IND,1023459235,173036161,944199106,2140694502,155,74,13,68,16-01-2021,23-11-2023,28-08-2022
IND,1024744529,210015964,948362807,2183123300,158,74,15,69,16-01-2021,23-11-2023,25-09-2022
IND,1025269233,219865871,950236624,2196382882,159,74,16,69,16-01-2021,23-11-2023,30-10-2022
IND,1025428375,221374949,950763070,2199182955,159,74,16,69,16-01-2021,23-11-2023,27-11-2022
IND,1025604682,223999236,951331257,2200935176,159,74,16,69,16-01-2021,23-11-2023,25-12-2022
IND,1025742707,227509022,951862244,2205113973,160,74,16,69,16-01-2021,23-11-2023,29-01-2023
IND,1025776313,228159953,951981825,2205918091,160,74,17,69,16-01-2021,23-11-2023,26-02-2023
IND,1025809357,228684565,952095064,2206588986,160,74,17,69,16-01-2021,23-11-2023,26-03-2023
IND,1025816497,228739745,952110026,2206666268,160,74,17,69,16-01-2021,23-11-2023,30-04-2023
IND,1025820145,228773284,952118083,2206711512,160,74,17,69,16-01-2021,23-11-2023,28-05-2023
IND,1025824008,228793628,952121053,2206738689,160,74,17,69,16-01-2021,23-11-2023,25-06-2023
IND,1025825920,228799694,952122994,2206748608,160,74,17,69,16-01-2021,23-11-2023,30-07-2023
IND,1025827831,228805760,952124936,2206758527,160,74,17,69,16-01-2021,23-11-2023,27-08-2023
IND,1025829681,228811631,952126815,2206768126,160,74,17,69,16-01-2021,23-11-2023,24-09-2023
IND,1026404618,228815616,952128250,2207348484,160,74,17,69,16-01-2021,23-11-2023,29-10-2023
IND,1027419851,228816435,952128795,2208365081,160,74,17,69,16-01-2021,23-11-2023,26-11-2023
IND,4218555,,400268,4618822,,,,,16-01-2021,23-11-2023,31-01-2021
IND,11508457,,2276419,14612843,1,1,,,16-01-2021,23-11-2023,28-02-2021
IND,60503164,,9719482,70222646,5,4,,1,16-01-2021,23-11-2023,28-03-2021
IND,128745945,,30743007,159488952,12,9,,2,16-01-2021,23-11-2023,25-04-2021
IND,170919496,,44887152,215806648,16,12,,3,16-01-2021,23-11-2023,30-05-2021
IND,276205122,,60880476,337085598,24,20,,4,16-01-2021,23-11-2023,27-06-2021
IND,363923334,,102410207,466333541,34,26,,7,16-01-2021,23-11-2023,25-07-2021
IND,500903929,,150310838,651214767,47,36,,11,16-01-2021,23-11-2023,29-08-2021
IND,646526869,,236969535,883496405,64,47,,17,16-01-2021,23-11-2023,26-09-2021
IND,730805774,,328127452,1058933226,77,53,,24,16-01-2021,23-11-2023,31-10-2021
IND,788635410,,451522309,1240157719,90,57,,33,16-01-2021,23-11-2023,28-11-2021
IND,848000978,,602274706,1450275684,105,61,,44,16-01-2021,23-11-2023,26-12-2021
IND,941823147,12441674,712610850,1666875672,121,68,1,52,16-01-2021,23-11-2023,30-01-2022
IND,964234491,20084507,792399551,1776718549,129,70,1,57,16-01-2021,23-11-2023,27-02-2022
IND,986291603,23119966,832010631,1841422200,133,71,2,60,16-01-2021,23-11-2023,27-03-2022
PCN,37,,37,74,148,74,,74,,29-08-2022,26-09-2021
PCN,37,,37,74,148,74,,74,,29-08-2022,31-10-2021
PCN,37,,37,74,148,74,,74,,29-08-2022,28-11-2021
PCN,37,,37,74,148,74,,74,,29-08-2022,26-12-2021
PCN,37,,37,74,148,74,,74,,29-08-2022,30-01-2022
PCN,37,23,37,76,152,74,46,74,,29-08-2022,27-02-2022
PCN,39,23,39,83,166,78,46,78,,29-08-2022,27-03-2022
PCN,41,23,40,90,180,82,46,80,,29-08-2022,24-04-2022
PCN,42,23,42,97,194,84,46,84,,29-08-2022,29-05-2022
PCN,44,23,44,103,206,88,46,88,,29-08-2022,26-06-2022
PCN,45,23,45,110,220,90,46,90,,29-08-2022,31-07-2022
PCN,47,23,47,117,234,94,46,94,,29-08-2022,28-08-2022
PCN,11,,9,20,40,22,,18,,29-08-2022,30-05-2021
PCN,34,,28,61,122,68,,56,,29-08-2022,27-06-2021
PCN,37,,36,73,146,74,,72,,29-08-2022,25-07-2021
PCN,37,,37,74,148,74,,74,,29-08-2022,29-08-2021
BGR,2100549,800763,2071061,4522797,65,30,12,30,30-12-2020,23-12-2023,28-08-2022
BGR,2102542,809468,2073727,4548979,65,30,12,30,30-12-2020,23-12-2023,25-09-2022
BGR,2103766,817545,2075178,4578514,66,30,12,30,30-12-2020,23-12-2023,30-10-2022
BGR,2104542,822864,2076150,4597043,66,30,12,30,30-12-2020,23-12-2023,27-11-2022
BGR,2105477,827447,2077158,4606549,66,30,12,30,30-12-2020,23-12-2023,25-12-2022
BGR,2106299,830090,2077965,4611967,66,30,12,30,30-12-2020,23-12-2023,29-01-2023
BGR,2106807,830963,2078491,4613858,66,30,12,30,30-12-2020,23-12-2023,26-02-2023
BGR,2107376,831753,2079078,4615663,66,30,12,30,30-12-2020,23-12-2023,26-03-2023
